codigo_ibge,municipio,populacao,ano_populacao,ano_pib,pib_percapita,taxa_urbanizacao,taxa_cvli,taxa_tentativa_homicidio,taxa_lesao_dolosa,taxa_roubo_outros,taxa_roubo_veiculo,taxa_roubo_carga,taxa_furto_outros,taxa_furto_veiculo,taxa_estupro_total,taxa_trafico,total_ocorrencias_janela,n_ocorrencias,prop_via_publica,prop_noturno,cobertura_periodo,taxa_recuperacao_veiculo,prop_veiculo_motocicleta,prop_celular_em_furto_roubo,iegm_conceito,i_planejamento_conceito,i_fiscal_conceito,i_educ_conceito,i_saude_conceito,i_amb_conceito,i_cidade_conceito,i_gov_ti_conceito,iegm_ord,i_planejamento_ord,i_fiscal_ord,i_educ_ord,i_saude_ord,i_amb_ord,i_cidade_ord,i_gov_ti_ord,iegm_exercicio_ref,iegm_ano_apuracao,flag_sem_iegm,flag_pop_pequena,flag_capital,janela_anos,exposicao_anos,ano_populacao_ref
3528106,Macaubal,7587,2024,2023,32297.087122709898,89.48001604063627,21.967400377839287,21.967400377839287,355.8718861209964,26.360880453407145,0.0,0.0,360.2653661965643,13.180440226703572,61.508721057950005,123.01744211590001,224,274,0.45255474452554745,0.5507246376811594,0.2518248175182482,1.0,0.0,0.072992700729927,C+,C+,B,B,B,C,C,C,1.6667,1.3333,3.0,2.0,2.6667,1.0,1.0,1.0,2022-2024,2023-2025,False,False,False,2023-2025,3.0,2024
3528205,Macedônia,4048,2024,2023,30570.652173913044,73.7824880141307,0.0,8.234519104084322,312.9117259552042,0.0,0.0,0.0,247.03557312252966,24.70355731225296,57.64163372859025,24.70355731225296,82,98,0.25510204081632654,0.625,0.08163265306122448,2.0,0.3333333333333333,0.061224489795918366,C,C,B,B,B,C,C,C+,1.3333,1.3333,3.0,3.0,2.3333,1.0,1.0,1.6667,2022-2024,2023-2025,False,True,False,2023-2025,3.0,2024
3528304,Magda,3212,2024,2023,52599.31506849315,83.6650868878357,10.377750103777501,0.0,383.9767538397675,10.377750103777501,0.0,0.0,217.93275217932754,10.377750103777501,51.88875051888751,10.377750103777501,67,86,0.26744186046511625,0.6428571428571429,0.16279069767441862,0.0,0.0,0.023255813953488372,C+,C,B,B,B,C,C,C,1.6667,1.0,2.6667,3.0,2.3333,1.6667,1.3333,1.0,2022-2024,2023-2025,False,True,False,2023-2025,3.0,2024
3528403,Mairinque,51660,2024,2023,56590.45683313976,92.93981250124934,9.67866821525358,8.388179119886436,328.4294747709382,83.88179119886438,39.359917408697896,10.969157310620727,565.2342237708091,90.97948122338366,35.48845012259646,122.59646405987868,2007,2240,0.5013392857142858,0.5357142857142857,0.25,1.6142857142857143,0.3380952380952381,0.140625,C,C+,C,C,C,C,C,B,1.0,2.0,1.3333,1.0,1.0,1.0,1.0,2.6667,2022-2024,2023-2025,False,False,False,2023-2025,3.0,2024
3528502,Mairiporã,97399,2024,2023,28410.77423792852,90.18678145610689,8.213636690315095,7.529166966122171,392.8856216867387,182.06894663531796,70.15814672977477,13.34715962176203,715.9553315057992,99.59034487007052,34.56572107174269,74.26496507493232,4671,5229,0.6131191432396251,0.5761589403973509,0.20214190093708165,1.7976391231028668,0.22934232715008432,0.25511570089883345,B,C,B+,C+,B,C,B,B+,1.6667,1.0,3.3333,1.6667,3.0,1.0,3.3333,4.0,2022-2024,2023-2025,False,False,False,2023-2025,3.0,2024
3528601,Manduri,10092,2024,2023,35782.60007927071,87.45821092087934,9.908838684106223,9.908838684106223,399.6564935922843,26.423569824283263,0.0,0.0,264.2356982428326,46.241247192495706,49.54419342053111,118.90606420927466,280,345,0.2898550724637681,0.40594059405940597,0.2927536231884058,1.1875,0.125,0.05217391304347826,C,C,B,B,C,C,C,C,1.0,1.0,3.0,2.6667,2.0,1.0,1.0,1.0,2022-2024,2023-2025,False,False,False,2023-2025,3.0,2024
3528700,Marabá Paulista,4627,2024,2023,43585.044305165335,37.72140826590859,0.0,0.0,252.14321734745334,0.0,0.0,0.0,216.12275772638858,14.408183848425905,14.408183848425905,136.8777465600461,88,124,0.24193548387096775,0.6,0.12096774193548387,,,0.016129032258064516,C,C,C,C,C+,C+,C,C,1.0,1.0,1.0,1.0,1.6667,1.6667,1.0,1.0,2022-2024,2023-2025,False,True,False,2023-2025,3.0,2024
3528809,Maracaí,12826,2024,2023,81060.03430531733,91.16231358005209,7.796663028223921,15.593326056447841,395.0309267633453,10.39555070429856,0.0,0.0,491.189770778107,12.994438380373202,41.58220281719424,135.14215915588127,427,541,0.2828096118299446,0.7209302325581395,0.1589648798521257,4.666666666666667,0.3333333333333333,0.059149722735674676,B,C,B,B+,B+,C,B,A,3.0,1.6667,3.3333,3.0,3.6667,1.3333,3.0,4.3333,2022-2024,2023-2025,False,False,False,2023-2025,3.0,2024
3528858,Marapoama,3392,2024,2023,48219.92924528302,89.09477521263669,9.827044025157234,9.827044025157234,520.8333333333333,9.827044025157234,0.0,0.0,422.562893081761,19.654088050314467,88.4433962264151,29.481132075471695,113,130,0.24615384615384617,0.3953488372093023,0.33076923076923076,0.0,0.0,0.05384615384615385,C,C,C,B,C+,C,C,C,1.0,1.0,1.6667,3.3333,2.3333,1.0,1.0,1.0,2022-2024,2023-2025,False,True,False,2023-2025,3.0,2024
3528908,Mariápolis,3539,2024,2023,25502.96693981351,86.1087389695417,0.0,9.41885655081473,320.2411227277008,0.0,0.0,0.0,348.49769238014505,18.83771310162946,37.67542620325892,18.83771310162946,80,102,0.35294117647058826,0.6153846153846154,0.12745098039215685,4.0,0.0,0.09803921568627451,B,B,B,B,B+,B,B,B+,2.6667,2.0,3.0,2.3333,3.3333,2.6667,2.0,2.6667,2022-2024,2023-2025,False,True,False,2023-2025,3.0,2024
3529005,Marília,246627,2024,2023,50714.524362701566,98.85156148080816,5.5414316626592655,10.271922106392784,407.63311938000845,51.359610531963924,2.9734511360610694,0.1351568698209577,1091.7971944136964,51.49476740178488,34.05953119488134,119.74898666136852,13133,16604,0.5357142857142857,0.42095914742451157,0.23735244519392917,8.165605095541402,0.45222929936305734,0.09262828234160443,C,C,C,C+,C+,C,C,B,1.6667,1.6667,1.3333,2.0,2.3333,1.0,1.6667,4.3333,2022-2024,2023-2025,False,False,False,2023-2025,3.0,2024
3529104,Marinópolis,1870,2024,2023,30141.711229946523,80.64516129032258,0.0,0.0,267.379679144385,17.825311942959,0.0,0.0,427.80748663101605,35.650623885918,17.825311942959,106.95187165775401,49,63,0.31746031746031744,0.75,0.25396825396825395,,,0.0,B,B,B,B,B+,C,C+,C,2.6667,2.3333,2.6667,3.0,3.6667,1.0,1.3333,1.0,2022-2024,2023-2025,False,True,False,2023-2025,3.0,2024
3529203,Martinópolis,25299,2024,2023,37527.807423218306,85.65572123306941,3.9527254041661726,11.858176212498517,525.7124787541009,13.175751347220576,1.3175751347220575,0.0,654.8348419568626,21.08120215555292,46.11512971527202,113.31146158609694,1056,1270,0.2559055118110236,0.49333333333333335,0.17716535433070865,1.2692307692307692,0.2692307692307692,0.05669291338582677,C+,C,B,C+,B,C,C+,B+,1.6667,1.0,3.0,2.0,3.0,1.3333,1.3333,4.3333,2022-2024,2023-2025,False,False,False,2023-2025,3.0,2024
3529302,Matão,80998,2024,2023,94407.02239561471,98.17671099414169,4.93839354058125,4.115327950484374,260.91179206070933,50.20700099590936,18.93050857222812,2.469196770290625,769.1547939455295,142.80187988180776,24.28043490785781,71.60670633842811,3279,3756,0.4584664536741214,0.5767077267637178,0.23775292864749734,0.9558823529411765,0.3431372549019608,0.1211395101171459,C+,C,C+,C+,B,C,B,A,2.3333,1.3333,2.6667,1.6667,2.6667,2.0,1.6667,4.0,2022-2024,2023-2025,False,False,False,2023-2025,3.0,2024
3529401,Mauá,429380,2024,2023,58225.18980856118,99.69158013776088,6.210505069324763,8.772338410421227,274.19379881068824,428.8353750368749,124.67588926669461,3.1052525346623816,738.0408961758815,363.54744049559827,22.435449562935705,31.207787973356933,25776,27153,0.732073803999558,0.44771907822542717,0.23492800058925348,1.1462246777163905,0.283609576427256,0.288255441387692,C+,C,C+,C+,C+,C,C,B,1.3333,1.0,1.6667,1.3333,1.6667,1.0,1.0,2.6667,2022-2024,2023-2025,False,False,False,2023-2025,3.0,2024
3529500,Mendonça,6369,2024,2023,93224.21102213848,88.8618282188667,0.0,15.701051970482022,664.6778667504057,20.934735960642698,10.467367980321349,0.0,847.8568064060292,57.57052389176742,99.4399958130528,115.14104778353484,350,414,0.2971014492753623,0.5514018691588785,0.2584541062801932,0.5384615384615384,0.23076923076923078,0.0748792270531401,C+,C,B,C,B,C,C,C,1.3333,1.0,3.0,1.0,3.0,1.0,1.0,1.0,2022-2024,2023-2025,False,False,False,2023-2025,3.0,2024
3529609,Meridiano,4697,2024,2023,93154.77964658293,81.12423447069116,14.193456816407636,0.0,326.44950677737563,14.193456816407636,7.096728408203818,0.0,369.02987722659856,28.386913632815272,21.290185224611456,70.96728408203818,120,155,0.22580645161290322,0.6111111111111112,0.11612903225806452,17.0,0.0,0.05161290322580645,C+,C,C+,B,B,C,C,C,1.3333,1.0,2.3333,2.0,2.6667,1.0,1.0,1.0,2022-2024,2023-2025,False,True,False,2023-2025,3.0,2024
3529658,Mesópolis,1988,2024,2023,54492.45472837022,82.99180327868852,0.0,0.0,519.7853789403085,0.0,0.0,0.0,335.345405767941,33.5345405767941,33.5345405767941,16.76727028839705,56,77,0.22077922077922077,0.46153846153846156,0.16883116883116883,1.0,1.0,0.06493506493506493,C+,C+,B,C,B,C+,C,C,2.3333,2.0,3.0,1.6667,3.3333,2.3333,1.0,1.0,2022-2024,2023-2025,False,True,False,2023-2025,3.0,2024
3529708,Miguelópolis,19655,2024,2023,56631.79852454846,95.28830821459802,10.175527855507505,10.175527855507505,357.8393962520139,137.3696260493513,59.357245823793775,11.871449164758756,1014.160942932248,61.05316713304503,45.78987534978377,127.19409819384381,1082,1510,0.4370860927152318,0.6703910614525139,0.1185430463576159,0.9347826086956522,0.12318840579710146,0.19801324503311257,C,C,C+,C,B,C,C,C,1.0,1.0,2.3333,1.0,1.6667,1.0,1.0,1.0,2022-2024,2023-2025,False,False,False,2023-2025,3.0,2024
3529807,Mineiros do Tietê,11349,2024,2023,27309.983258436867,96.12644701691896,2.9371163391781945,20.559814374247363,375.9508914148089,20.559814374247363,8.811349017534585,2.9371163391781945,622.6686639057773,41.119628748494726,38.18251240931654,123.35888624548419,428,492,0.44308943089430897,0.477124183006536,0.31097560975609756,1.9333333333333333,0.7333333333333333,0.06707317073170732,C,C,C,C+,B,C,C,C,1.0,1.3333,2.0,2.0,2.6667,1.0,1.0,1.0,2022-2024,2023-2025,False,False,False,2023-2025,3.0,2024
3529906,Miracatu,18679,2024,2023,30024.465977836073,64.63644693580552,12.491746524617662,26.76802826703785,481.8245088066813,321.2163392044542,123.13293002837412,194.51433874047504,1172.4396380962578,46.39791566286561,112.42571872155897,183.8071274336599,1499,1732,0.4503464203233256,0.47044917257683216,0.24422632794457275,1.0680272108843538,0.08503401360544217,0.2869515011547344,C+,C+,B,C+,C,C,B,B+,1.6667,1.3333,3.0,1.6667,1.0,1.0,2.3333,3.0,2022-2024,2023-2025,False,False,False,2023-2025,3.0,2024
3530003,Mira Estrela,3199,2024,2023,24145.04532666458,80.32629558541267,0.0,10.419922892570595,395.9570699176826,0.0,0.0,0.0,708.5547566948004,0.0,62.519537355423566,41.67969157028238,117,129,0.27906976744186046,0.6521739130434783,0.17829457364341086,,,0.10852713178294573,C+,C,C+,B,B,B,C,C,2.0,1.0,2.6667,3.0,3.0,2.0,1.0,1.0,2022-2024,2023-2025,False,True,False,2023-2025,3.0,2024
3530102,Mirandópolis,28737,2024,2023,34061.245084733964,88.93613979916378,2.319889573256313,11.599447866281565,357.26299428147223,18.559116586050504,0.0,0.0,487.1768103838258,17.399171799422348,26.678730092447598,221.5494542459779,985,1328,0.3057228915662651,0.7666666666666667,0.11295180722891567,2.7777777777777777,0.5555555555555556,0.07153614457831325,C,C,B,C+,B,C,C,C+,1.0,1.0,2.3333,1.6667,2.3333,1.0,1.0,1.3333,2022-2024,2023-2025,False,False,False,2023-2025,3.0,2024
3530201,Mirante do Paranapanema,16069,2024,2023,40519.509614786235,60.055286800276434,8.29755014831871,10.371937685398386,485.4066836766445,14.520712759557739,4.148775074159355,0.0,748.8539008857634,20.743875370796772,62.231626112390316,64.30601364947,684,800,0.2125,0.6898395721925134,0.23375,2.75,0.8,0.04875,B,C,C+,B+,B+,B,A,A,3.0,1.0,2.6667,4.0,3.6667,3.3333,4.0,3.3333,2022-2024,2023-2025,False,False,False,2023-2025,3.0,2024
3530300,Mirassol,65485,2024,2023,51093.960448957776,97.43278020746168,6.617291491690209,6.108269069252501,291.66984805680687,48.357130131582295,7.126313914127917,1.0180448448754167,777.7862614848184,54.97442162327251,43.266905907205214,130.81876256649105,2687,3449,0.5398666280081182,0.6098360655737705,0.17686285879965208,2.925925925925926,0.4166666666666667,0.11336619309944912,C+,C,B,B,C+,C,C,B,1.6667,1.0,2.6667,2.6667,1.3333,1.3333,1.0,3.3333,2022-2024,2023-2025,False,False,False,2023-2025,3.0,2024
3530409,Mirassolândia,4771,2024,2023,79260.95158247747,86.42107517669737,6.9866554880178855,0.0,551.945783553413,0.0,0.0,0.0,649.7589603856634,41.919932928107315,104.79983232026828,90.82652134423252,207,251,0.3545816733067729,0.5833333333333334,0.23904382470119523,2.0,0.42857142857142855,0.055776892430278883,C,C,C+,B,B,C,C,C,1.0,1.0,2.0,1.6667,2.6667,1.0,1.0,1.0,2022-2024,2023-2025,False,True,False,2023-2025,3.0,2024
3530508,Mococa,69324,2024,2023,57910.002308003,94.87300719552016,4.808339584174793,7.212509376262188,551.9973842632662,105.30263689342797,18.271690419864214,1.9233358336699171,1045.8138595580174,71.64425980420441,41.35172042390322,197.622756909584,4255,5238,0.4440626193203513,0.7097661623108665,0.13879343260786559,1.461139896373057,0.5129533678756477,0.08323787705231005,C,C,C,C+,C+,C,C,B+,1.0,1.0,1.0,1.6667,2.0,1.3333,1.0,2.6667,2022-2024,2023-2025,False,False,False,2023-2025,3.0,2024
3530607,Mogi das Cruzes,468120,2024,2023,55696.23600786123,93.92631310838196,4.343615597140334,5.554131419294198,349.625452163263,205.50286251388533,53.049075735566376,2.9194793357828477,933.6637329459684,130.37967472727792,42.652881027656726,47.92218519467942,24936,26852,0.650081930582452,0.44859402460456943,0.2542827349918069,1.412015503875969,0.3325581395348837,0.21752569640995084,C,C,B,C+,C+,C+,C,B+,1.6667,1.0,2.6667,1.6667,2.3333,1.3333,1.6667,3.0,2022-2024,2023-2025,False,False,False,2023-2025,3.0,2024
3530706,Mogi Guaçu,159735,2024,2023,59059.30447303346,97.13910112067056,6.677726651433103,9.80791101929237,343.48556463309023,121.65983243079684,50.50030780146284,0.20867895785728446,883.5467075677424,163.60430296011103,23.580722237873143,95.99232061435085,8142,10072,0.5257148530579825,0.5332555425904317,0.17017474185861795,0.7905056759545923,0.44685242518059853,0.14505559968228754,C,C,B,C,C+,C,B,B+,1.0,1.0,2.3333,1.3333,1.3333,1.0,2.6667,3.3333,2022-2024,2023-2025,False,False,False,2023-2025,3.0,2024
3530805,Mogi Mirim,95534,2024,2023,84710.35442878975,94.32463968538646,5.582654691872352,5.233738773630331,309.48841948067354,141.65986280626095,65.94510854774217,3.140243264178198,832.5133809254646,178.29603422167327,24.07519835869952,80.59957711390709,4719,5966,0.5613476366074421,0.3849423193685489,0.2760643647334898,1.091324200913242,0.4246575342465753,0.1252095206168287,C+,C,B+,C,B,B,B+,B+,1.6667,1.0,3.3333,1.6667,2.6667,2.0,4.0,3.3333,2022-2024,2023-2025,False,False,False,2023-2025,3.0,2024
3530904,Mombuca,3815,2024,2023,46969.59370904325,85.14239656098871,8.73743993010048,8.73743993010048,471.821756225426,26.21231979030144,96.11183923110528,0.0,559.1961555264307,131.06159895150722,43.6871996505024,69.89951944080384,162,176,0.38636363636363635,0.6,0.2840909090909091,0.6666666666666666,0.16666666666666666,0.07954545454545454,C+,C+,B,C+,B,C,C,C,1.3333,1.3333,2.6667,1.6667,2.6667,1.0,1.0,1.0,2022-2024,2023-2025,False,True,False,2023-2025,3.0,2024
3531001,Monções,1954,2024,2023,39857.21596724667,90.50077439339184,0.0,34.1180484476288,324.1214602524735,0.0,17.0590242238144,0.0,392.3575571477311,34.1180484476288,34.1180484476288,51.17707267144319,52,71,0.3380281690140845,0.6666666666666666,0.2535211267605634,1.3333333333333333,0.3333333333333333,0.04225352112676056,C+,C,B+,B,B,C,C,C,1.6667,1.0,3.0,3.0,3.0,1.0,1.6667,1.0,2022-2024,2023-2025,False,True,False,2023-2025,3.0,2024
3531100,Mongaguá,64519,2024,2023,23805.48365597731,98.85877548385014,6.1997241122770035,17.04924130876176,524.3933311634299,588.9737906663154,74.91333302334712,16.01595395671559,2947.4521717116922,261.9383437437034,55.79751701049303,253.155401251311,9186,9847,0.5398598557936427,0.3931171409662475,0.3068955011678684,1.1195054945054945,0.3901098901098901,0.2572357063064893,C+,C,C+,C,C,C,B+,C+,1.6667,1.3333,2.3333,1.6667,1.3333,1.0,3.3333,1.6667,2022-2024,2023-2025,False,False,False,2023-2025,3.0,2024
3531209,Monte Alegre do Sul,8873,2024,2023,34323.791276907476,70.31413005679842,0.0,7.513430256583643,251.69991359555206,7.513430256583643,3.7567151282918214,3.7567151282918214,552.2371238588977,48.83729666779369,52.59401179608551,30.05372102633457,255,299,0.3411371237458194,0.43956043956043955,0.30434782608695654,0.42857142857142855,0.5,0.06020066889632107,C,C,C,C,C,C,C,C,1.0,1.3333,1.0,1.0,1.0,1.0,1.0,1.0,2022-2024,2023-2025,False,False,False,2023-2025,3.0,2024
3531308,Monte Alto,48725,2024,2023,62858.53258081067,96.47916929415229,7.525226611937746,4.7887805712331115,231.9138019497178,73.19993158884898,40.36257910039336,0.0,588.3358987514965,69.77937403796818,14.366341713699333,165.5549854626304,1748,2163,0.5057790106333796,0.625,0.14054553860379104,0.7595419847328244,0.33587786259541985,0.17706888580674987,B,C,B,B,B,B+,B,B,2.0,1.0,2.6667,2.3333,2.6667,3.6667,2.6667,3.0,2022-2024,2023-2025,False,False,False,2023-2025,3.0,2024
3531407,Monte Aprazível,22650,2024,2023,45852.53863134658,93.15978456014362,7.358351729212656,16.188373804267844,451.80279617365716,23.5467255334805,5.886681383370125,0.0,590.1398086828551,45.62178072111847,52.980132450331126,216.3355408388521,958,1194,0.3500837520938023,0.621301775147929,0.14154103852596314,3.0454545454545454,0.22727272727272727,0.09045226130653267,C,C,C+,C+,C+,C,C,C,1.0,1.0,2.0,2.6667,1.6667,1.0,1.0,1.0,2022-2024,2023-2025,False,False,False,2023-2025,3.0,2024
3531506,Monte Azul Paulista,18363,2024,2023,52170.887109949355,94.14357335683984,0.0,3.6304888453230224,508.26843834522316,9.076222113307557,5.445733267984534,0.0,522.7903937265153,32.674399607907205,61.71831037049139,123.43662074098278,698,1019,0.43572129538763493,0.5909090909090909,0.04317958783120707,3.2857142857142856,0.35714285714285715,0.06280667320902845,C,C,C,C+,B,C,C,C,1.6667,1.0,2.3333,2.3333,3.0,1.0,2.0,1.3333,2022-2024,2023-2025,False,False,False,2023-2025,3.0,2024
3531605,Monte Castelo,4301,2024,2023,37653.33643338759,84.4860255802937,7.750135627373479,7.750135627373479,441.7577307602883,7.750135627373479,0.0,0.0,589.0103076803845,0.0,69.7512206463613,77.50135627373479,155,182,0.24725274725274726,0.5862068965517241,0.15934065934065933,,,0.03296703296703297,C+,C,B+,B,B,C+,C,C,1.3333,1.0,3.3333,2.3333,2.3333,1.3333,1.0,1.0,2022-2024,2023-2025,False,True,False,2023-2025,3.0,2024
3531704,Monteiro Lobato,4205,2024,2023,27084.661117717005,37.409376510391496,0.0,7.927070947284978,277.44748315497424,63.416567578279825,23.781212841854934,0.0,871.9778042013476,174.39556084026952,39.635354736424894,31.708283789139912,188,211,0.45023696682464454,0.5740740740740741,0.2559241706161137,0.7916666666666666,0.5,0.11848341232227488,C+,B,B,C+,C+,C+,C+,B+,2.0,2.0,2.6667,2.0,2.0,1.3333,2.0,2.3333,2022-2024,2023-2025,False,True,False,2023-2025,3.0,2024
3531803,Monte Mor,67296,2024,2023,89892.38587731811,97.04463208685162,14.36440006340149,12.38310350293232,348.2128705024568,106.49469012521794,61.9155175146616,12.38310350293232,521.5763195435093,86.68172452052623,46.065145030908226,103.0274211443969,2651,3103,0.6677408959071865,0.4406779661016949,0.17112471801482437,1.318435754189944,0.3016759776536313,0.205607476635514,C,C,B,C,C+,C,C,C,1.0,1.0,2.0,1.3333,1.6667,1.0,1.6667,1.0,2022-2024,2023-2025,False,False,False,2023-2025,3.0,2024
3531902,Morro Agudo,28561,2024,2023,69332.13122789818,96.2266852826406,7.002555932915515,15.172204521316946,422.4875412859027,147.05367459122579,33.845687009091655,1.167092655485919,979.190737952686,52.51916949686636,31.51150169811981,135.38274803636662,1564,2187,0.50480109739369,0.65234375,0.11705532693187014,1.2543859649122806,0.35964912280701755,0.20987654320987653,C,C,C,B,B,C,C+,B,1.3333,1.0,1.6667,3.0,3.0,1.6667,2.0,2.6667,2022-2024,2023-2025,False,False,False,2023-2025,3.0,2024
3532009,Morungaba,14081,2024,2023,54374.05013848448,84.98542274052478,2.367256113438913,9.469024453755653,262.76542859171934,18.938048907511305,14.203536680633478,2.367256113438913,584.7122600194115,47.34512226877826,42.61061004190043,56.81414672253391,440,481,0.4282744282744283,0.7404580152671756,0.27234927234927236,2.2777777777777777,0.05555555555555555,0.07068607068607069,C,C,B+,C,C+,B,C,C,1.0,1.0,2.6667,1.0,2.3333,2.6667,2.0,1.6667,2022-2024,2023-2025,False,False,False,2023-2025,3.0,2024
3532058,Motuca,4079,2024,2023,41928.65898504535,73.05404065443727,0.0,0.0,196.12650159352782,24.515812699190977,24.515812699190977,8.171937566396993,286.01781482389475,49.031625398381955,49.031625398381955,40.859687831984964,83,101,0.3069306930693069,0.7333333333333333,0.1485148514851485,0.7058823529411765,0.0,0.0891089108910891,C,C,C,C+,B,C,C,C,1.3333,1.3333,2.0,2.6667,2.3333,1.0,1.0,1.0,2022-2024,2023-2025,False,True,False,2023-2025,3.0,2024
3532108,Murutinga do Sul,3763,2024,2023,30155.19532288068,73.37436446347337,0.0,0.0,451.76720701567893,8.858180529719196,8.858180529719196,0.0,620.0726370803437,35.43272211887678,35.43272211887678,35.43272211887678,135,149,0.21476510067114093,0.4583333333333333,0.1610738255033557,4.5,0.5,0.040268456375838924,C+,C,B,B,C+,C,C,C,1.6667,1.0,3.0,3.0,2.6667,1.3333,1.0,1.0,2022-2024,2023-2025,False,True,False,2023-2025,3.0,2024
3532157,Nantes,2699,2024,2023,70231.93775472397,91.72932330827066,0.0,0.0,666.9136717302705,12.350253180190194,0.0,0.0,469.3096208472274,24.700506360380388,61.75126590095097,24.700506360380388,102,118,0.2542372881355932,0.4864864864864865,0.3135593220338983,0.5,0.5,0.059322033898305086,C+,C,B,C+,B,C,C,C,1.3333,1.0,2.6667,1.6667,3.3333,1.0,1.0,1.0,2022-2024,2023-2025,False,True,False,2023-2025,3.0,2024
3532207,Narandiba,5908,2024,2023,151668.41570751523,89.67267635217924,5.642067253441661,11.284134506883323,908.3728278041074,11.284134506883323,0.0,0.0,835.0259535093659,11.284134506883323,28.2103362672083,16.926201760324982,324,345,0.3884057971014493,0.72,0.14492753623188406,3.5,1.0,0.02318840579710145,B,C,B,C+,B,B,C,C,2.0,1.0,3.3333,1.6667,3.0,3.3333,1.0,1.0,2022-2024,2023-2025,False,False,False,2023-2025,3.0,2024
3532306,Natividade da Serra,7134,2024,2023,22347.210541070926,41.69167023860552,14.017381553125876,32.707223623960374,280.34763106251756,28.034763106251752,14.017381553125876,0.0,551.3503410896178,32.707223623960374,23.362302588543127,37.379684141669,217,247,0.3319838056680162,0.5306122448979592,0.19838056680161945,0.4166666666666667,0.3333333333333333,0.06072874493927125,C,C,C+,C+,C+,C,C,B+,1.0,1.0,2.0,1.3333,1.6667,1.0,1.0,3.0,2022-2024,2023-2025,False,False,False,2023-2025,3.0,2024
3532405,Nazaré Paulista,18620,2024,2023,31976.906552094522,50.10155349398913,14.321518080916576,7.160759040458288,279.26960257787323,71.6075904045829,96.6702470461869,12.531328320802006,664.1604010025063,100.25062656641605,42.964554242749735,42.964554242749735,744,829,0.40530759951749096,0.6205357142857143,0.27020506634499397,0.7236842105263158,0.40131578947368424,0.2014475271411339,C,C,C+,B,C,C,C,B,1.0,1.0,2.3333,1.6667,1.0,1.0,1.0,2.6667,2022-2024,2023-2025,False,False,False,2023-2025,3.0,2024
3532504,Neves Paulista,9921,2024,2023,38765.447031549236,89.84431384678832,3.359876356550079,13.439505426200316,453.5833081342607,10.079629069650236,3.359876356550079,0.0,396.4654100729093,30.23888720895071,47.0382689917011,36.95863992205087,296,363,0.2892561983471074,0.5,0.17079889807162535,2.4444444444444446,0.3333333333333333,0.06887052341597796,C+,C,B,B,B+,C,C,C,1.6667,1.3333,2.3333,2.3333,3.3333,1.0,1.0,1.0,2022-2024,2023-2025,False,False,False,2023-2025,3.0,2024
3532603,Nhandeara,9944,2024,2023,51072.20434432824,83.23183110028421,0.0,13.408420488066506,375.43577366586214,16.760525610083132,0.0,0.0,449.18208635022796,20.112630732099756,23.464735854116384,90.50683829444891,295,387,0.3669250645994832,0.7258064516129032,0.16020671834625322,2.75,0.125,0.10077519379844961,C+,B,C,C,B,C+,C,C+,2.0,2.6667,1.6667,1.3333,2.0,2.0,1.0,1.3333,2022-2024,2023-2025,False,False,False,2023-2025,3.0,2024
3532702,Nipoã,4860,2024,2023,30189.09465020576,91.09473684210526,0.0,6.858710562414267,610.4252400548697,13.717421124828533,0.0,0.0,555.5555555555555,48.010973936899866,54.86968449931413,123.45679012345678,206,221,0.2850678733031674,0.6222222222222222,0.20361990950226244,1.5,0.0,0.08144796380090498,C+,C,B,B,B,C,C+,C,1.3333,1.0,2.0,2.6667,2.3333,1.0,1.6667,1.0,2022-2024,2023-2025,False,True,False,2023-2025,3.0,2024
3532801,Nova Aliança,6858,2024,2023,52710.70282881307,89.63095771701778,4.86050354816759,9.72100709633518,495.77136191309415,9.72100709633518,0.0,0.0,320.79323417906096,38.88402838534072,82.62856031884903,72.90755322251385,213,247,0.3643724696356275,0.46296296296296297,0.21862348178137653,0.3333333333333333,0.1111111111111111,0.06477732793522267,B,C+,B,B+,B,C,C+,C,2.3333,2.0,2.3333,3.6667,2.3333,1.0,1.6667,1.0,2022-2024,2023-2025,False,False,False,2023-2025,3.0,2024
3532827,Nova Campina,8631,2024,2023,30211.215386397867,71.02506767094269,3.8620476576680955,15.448190630672382,339.8601938747924,30.896381261344764,0.0,0.0,440.2734329741629,15.448190630672382,77.24095315336191,34.758428919012864,248,271,0.2656826568265683,0.5974025974025974,0.28413284132841327,0.375,0.125,0.15867158671586715,C+,C+,B+,C,B,C,C,C,1.3333,1.3333,3.3333,1.3333,2.6667,1.0,1.0,1.0,2022-2024,2023-2025,False,False,False,2023-2025,3.0,2024
3532843,Nova Canaã Paulista,2058,2024,2023,27780.369290573373,66.53543307086615,0.0,32.39390994493035,388.7269193391642,16.196954972465175,16.196954972465175,0.0,469.7116942014901,32.39390994493035,48.59086491739553,16.196954972465175,63,77,0.33766233766233766,0.75,0.1038961038961039,2.0,1.0,0.07792207792207792,C+,C,B,B+,C+,C,C,C,2.3333,2.0,3.0,3.6667,2.3333,1.3333,1.0,1.0,2022-2024,2023-2025,False,True,False,2023-2025,3.0,2024
