codigo_ibge,ano,veic_furtado,veic_roubado,veic_localizado,veic_subtraido,veic_moto,cel_furto,cel_roubo
3540200,2023,22,6,51,28,14,48,57
3540200,2024,23,2,22,25,15,50,34
3540200,2025,26,0,45,26,12,24,17
3540259,2023,0,0,3,0,0,1,0
3540259,2024,1,1,0,2,0,6,1
3540259,2025,0,0,4,0,0,5,0
3540309,2023,0,0,0,0,0,3,0
3540309,2024,1,0,0,1,0,4,0
3540309,2025,1,0,0,1,1,2,0
3540408,2023,0,0,1,0,0,1,0
3540408,2024,1,4,2,5,0,6,0
3540408,2025,1,3,0,4,0,1,1
3540507,2023,3,14,25,17,0,11,6
3540507,2024,5,3,18,8,4,4,5
3540507,2025,1,0,10,1,0,1,1
3540606,2023,33,51,124,84,34,59,76
3540606,2024,52,40,91,92,39,59,63
3540606,2025,36,55,117,91,42,35,34
3540705,2023,64,111,150,175,62,86,94
3540705,2024,47,39,114,86,34,83,63
3540705,2025,36,23,77,59,27,66,56
3540754,2023,5,5,12,10,8,29,9
3540754,2024,6,4,15,10,5,19,7
3540754,2025,9,0,40,9,8,9,11
3540804,2023,2,0,23,2,2,25,2
3540804,2024,2,1,28,3,2,33,5
3540804,2025,2,0,4,2,2,21,1
3540903,2023,11,13,22,24,6,15,36
3540903,2024,11,18,46,29,2,19,25
3540903,2025,8,3,20,11,2,3,6
3541000,2023,710,199,2731,909,509,1991,2532
3541000,2024,658,125,2030,783,484,2122,2222
3541000,2025,544,114,1452,658,372,1969,1271
3541059,2023,1,0,0,1,0,0,9
3541059,2024,1,1,1,2,2,5,3
3541059,2025,1,0,7,1,1,2,0
3541109,2023,0,0,2,0,0,0,3
3541109,2024,1,0,11,1,0,2,0
3541109,2025,0,0,1,0,0,1,0
3541208,2023,0,0,3,0,0,5,0
3541208,2024,1,0,7,1,0,1,0
3541208,2025,1,0,1,1,0,3,0
3541307,2023,6,0,61,6,5,86,3
3541307,2024,7,0,73,7,5,80,0
3541307,2025,3,0,37,3,0,67,1
3541406,2023,97,12,375,109,46,546,86
3541406,2024,57,20,414,77,35,539,106
3541406,2025,89,7,275,96,48,474,113
3541505,2023,3,0,52,3,2,40,2
3541505,2024,1,0,61,1,0,18,0
3541505,2025,8,3,52,11,4,16,0
3541604,2023,16,4,81,20,9,65,19
3541604,2024,24,1,33,25,14,55,7
3541604,2025,27,0,48,27,16,35,7
3541653,2023,0,9,17,9,0,0,10
3541653,2024,4,19,38,23,2,1,18
3541653,2025,0,1,2,1,1,1,4
3541703,2023,2,0,2,2,2,9,0
3541703,2024,0,1,10,1,0,16,6
3541703,2025,2,0,3,2,0,4,1
3541802,2023,0,0,3,0,0,7,0
3541802,2024,3,0,5,3,0,3,0
3541802,2025,0,0,0,0,0,3,0
3541901,2023,4,1,11,5,3,25,9
3541901,2024,0,8,15,8,6,17,12
3541901,2025,1,3,4,4,4,13,11
3542008,2023,1,0,2,1,1,2,0
3542008,2024,0,0,2,0,0,2,4
3542008,2025,1,0,0,1,1,4,0
3542107,2023,14,7,3,21,5,6,7
3542107,2024,4,3,7,7,2,5,7
3542107,2025,5,5,2,10,4,4,14
3542206,2023,7,0,11,7,3,41,4
3542206,2024,8,0,20,8,6,27,4
3542206,2025,7,1,14,8,2,39,4
3542305,2023,1,0,4,1,0,5,6
3542305,2024,2,0,2,2,0,3,0
3542305,2025,4,0,0,4,1,3,4
3542404,2023,13,0,13,13,13,63,1
3542404,2024,0,0,45,0,0,13,2
3542404,2025,5,0,17,5,3,16,4
3542503,2023,2,0,3,2,0,31,1
3542503,2024,0,0,0,0,0,8,0
3542503,2025,0,0,0,0,0,6,0
3542602,2023,29,5,81,34,23,112,31
3542602,2024,32,24,92,56,22,124,52
3542602,2025,33,5,89,38,29,125,21
3542701,2023,1,0,9,1,1,13,2
3542701,2024,6,1,13,7,4,18,7
3542701,2025,3,0,15,3,2,10,1
3542800,2023,1,0,0,1,1,2,0
3542800,2024,1,0,0,1,0,0,0
3542800,2025,0,0,0,0,0,2,0
3542909,2023,14,0,3,14,6,14,0
3542909,2024,12,6,11,18,2,6,12
3542909,2025,5,13,7,18,0,11,1
3543006,2023,1,0,4,1,1,15,1
3543006,2024,8,2,11,10,3,16,6
3543006,2025,9,2,16,11,4,8,4
3543105,2023,0,1,3,1,0,0,0
3543105,2024,5,0,9,5,1,1,0
3543105,2025,0,0,5,0,0,6,0
3543204,2023,1,0,6,1,0,0,2
3543204,2024,1,0,3,1,0,3,0
3543204,2025,1,0,1,1,0,9,0
3543238,2025,0,0,0,0,0,1,0
3543253,2023,1,0,0,1,1,4,0
3543253,2024,1,1,1,2,2,2,0
3543253,2025,0,0,0,0,0,3,1
3543303,2023,207,118,595,325,70,126,335
3543303,2024,137,120,426,257,59,123,303
3543303,2025,129,85,272,214,66,107,466
3543402,2023,1268,414,1813,1682,637,2151,1716
3543402,2024,1313,241,1342,1554,625,1833,1163
3543402,2025,1260,229,1312,1489,631,2063,814
3543501,2023,0,2,2,2,0,7,0
3543501,2024,4,0,8,4,4,3,0
3543501,2025,0,0,2,0,0,4,4
3543600,2023,4,0,7,4,0,16,4
3543600,2024,3,0,2,3,0,8,0
3543600,2025,5,0,3,5,1,19,0
3543709,2023,3,5,1,8,3,5,2
3543709,2024,2,1,7,3,0,9,4
3543709,2025,0,0,8,0,0,2,0
3543808,2023,1,2,17,3,0,17,1
3543808,2024,1,0,1,1,0,5,0
3543808,2025,0,0,2,0,0,39,6
3543907,2023,267,162,942,429,144,416,381
3543907,2024,289,166,799,455,181,312,258
3543907,2025,234,76,505,310,151,286,183
3544004,2023,18,16,47,34,6,48,15
3544004,2024,19,14,54,33,11,41,11
3544004,2025,14,21,45,35,5,22,45
3544103,2023,17,8,126,25,3,54,63
3544103,2024,27,19,82,46,3,28,50
3544103,2025,31,11,75,42,8,41,45
3544202,2023,0,0,0,0,0,16,0
3544202,2024,1,0,0,1,0,21,0
3544202,2025,2,1,6,3,0,9,0
3544251,2023,3,0,6,3,2,14,0
3544251,2024,6,0,13,6,2,28,0
3544251,2025,1,0,5,1,1,27,0
3544301,2023,4,8,26,12,3,12,12
3544301,2024,3,7,8,10,5,22,5
3544301,2025,5,7,5,12,9,21,21
3544400,2023,0,0,6,0,0,5,0
3544400,2024,0,0,0,0,0,0,1
3544400,2025,0,0,0,0,0,1,0
3544509,2023,1,0,0,1,0,4,4
3544509,2024,0,0,0,0,0,8,0
3544509,2025,2,0,0,2,2,1,0
3544608,2023,0,0,0,0,0,21,5
3544608,2024,2,0,8,2,2,10,22
3544608,2025,0,0,5,0,0,1,12
3544707,2023,0,0,0,0,0,1,0
3544806,2023,1,0,32,1,0,8,0
3544806,2024,2,0,2,2,0,8,0
3544806,2025,3,0,11,3,0,2,0
3544905,2023,2,30,26,32,0,11,43
3544905,2024,4,11,13,15,1,9,9
3544905,2025,7,3,32,10,2,8,4
3545001,2023,8,4,13,12,3,20,14
3545001,2024,1,2,2,3,2,24,4
3545001,2025,4,0,7,4,0,11,3
3545100,2023,0,0,0,0,0,7,0
3545100,2024,0,0,2,0,0,1,2
3545100,2025,0,0,0,0,0,3,0
3545159,2023,3,4,16,7,0,7,1
3545159,2024,6,1,10,7,2,6,4
3545159,2025,1,30,54,31,0,7,15
3545209,2023,62,45,183,107,21,143,110
3545209,2024,69,64,180,133,18,111,122
3545209,2025,69,18,160,87,31,107,113
3545308,2023,10,23,69,33,9,43,62
3545308,2024,25,3,67,28,10,50,48
3545308,2025,23,4,46,27,13,54,26
3545407,2023,8,8,44,16,7,24,4
3545407,2024,4,9,21,13,1,12,5
3545407,2025,3,12,3,15,0,14,8
3545506,2023,1,0,4,1,0,7,0
3545506,2024,1,0,1,1,0,9,0
3545506,2025,0,0,3,0,0,2,0
3545605,2023,4,3,34,7,1,20,17
3545605,2024,1,3,15,4,0,7,0
3545605,2025,1,4,5,5,1,9,0
3545704,2023,1,0,1,1,0,0,0
3545704,2024,1,0,2,1,1,14,0
3545704,2025,0,0,2,0,0,4,0
3545803,2023,485,66,380,551,83,278,158
3545803,2024,462,99,359,561,99,203,113
3545803,2025,425,78,294,503,60,229,80
3546009,2023,9,2,5,11,2,23,0
3546009,2024,9,1,16,10,0,20,5
3546009,2025,13,1,7,14,3,11,1
3546108,2023,0,0,0,0,0,3,0
3546108,2024,0,0,3,0,0,0,0
3546108,2025,0,0,0,0,0,6,0
3546207,2023,3,2,11,5,0,9,5
3546207,2024,5,3,8,8,0,2,14
3546207,2025,1,4,6,5,2,1,3
3546256,2023,1,4,3,5,0,1,4
3546256,2024,0,0,11,0,0,2,0
3546256,2025,5,2,0,7,0,0,2
3546306,2023,14,7,43,21,8,29,19
3546306,2024,7,6,22,13,6,25,15
3546306,2025,14,1,11,15,6,30,17
3546405,2023,6,0,55,6,2,89,18
3546405,2024,21,6,118,27,8,79,24
3546405,2025,14,2,39,16,10,66,11
3546504,2023,11,11,13,22,8,6,5
3546504,2024,1,6,16,7,2,4,1
3546504,2025,3,11,0,14,2,3,17
3546603,2023,19,0,37,19,10,115,7
3546603,2024,9,8,36,17,4,73,20
3546603,2025,4,0,28,4,2,60,8
3546702,2023,28,7,85,35,8,27,19
3546702,2024,36,11,46,47,22,20,11
3546702,2025,30,4,34,34,17,10,10
3546801,2023,40,86,269,126,28,81,151
3546801,2024,38,33,98,71,32,44,37
3546801,2025,33,57,160,90,27,66,84
3546900,2023,4,8,2,12,1,4,6
3546900,2024,0,3,6,3,1,3,3
3546900,2025,3,0,5,3,0,5,0
3547007,2023,3,0,6,3,0,4,1
3547007,2024,0,1,4,1,0,6,8
3547007,2025,2,0,5,2,0,5,0
3547106,2024,0,0,1,0,0,1,0
3547106,2025,0,0,2,0,0,1,0
3547205,2024,1,0,0,1,1,3,0
3547205,2025,0,0,19,0,0,1,8
3547304,2023,90,43,211,133,64,171,134
3547304,2024,75,45,289,120,68,183,125
3547304,2025,105,60,232,165,95,170,91
3547403,2025,0,0,2,0,0,1,0
3547502,2023,18,17,55,35,5,31,9
3547502,2024,17,28,46,45,2,34,57
3547502,2025,16,3,22,19,1,36,9
3547601,2023,5,3,1,8,2,37,0
3547601,2024,5,0,6,5,2,14,6
3547601,2025,7,0,5,7,4,28,6
3547700,2023,0,0,12,0,0,10,2
3547700,2024,3,0,4,3,2,17,0
3547700,2025,6,0,13,6,0,6,0
3547809,2023,3706,1122,5816,4828,1037,2421,6466
3547809,2024,3609,928,5275,4537,1156,2256,5355
3547809,2025,3504,656,4115,4160,1149,1901,4245
3547908,2023,1,0,8,1,0,9,0
3547908,2024,2,8,8,10,1,0,11
3547908,2025,0,4,13,4,0,4,3
3548005,2023,32,18,54,50,24,28,11
3548005,2024,25,34,76,59,27,18,25
3548005,2025,23,12,26,35,17,21,8
3548054,2023,0,0,5,0,0,10,1
3548054,2024,0,1,8,1,0,9,2
3548054,2025,0,0,3,0,0,17,0
3548104,2023,0,4,5,4,1,15,8
3548104,2024,4,11,10,15,1,8,5
3548104,2025,3,2,6,5,2,3,0
3548203,2023,1,0,2,1,0,11,0
3548203,2024,1,2,1,3,1,5,2
3548203,2025,2,0,7,2,1,6,0
3548302,2023,0,0,4,0,0,1,0
3548302,2024,2,0,0,2,2,1,0
3548401,2023,1,0,6,1,0,3,0
3548401,2024,2,0,5,2,0,4,0
3548401,2025,0,0,0,0,0,2,0
3548500,2023,1221,327,1166,1548,1055,1440,1734
3548500,2024,1075,329,1118,1404,899,1230,1160
3548500,2025,877,215,926,1092,679,1325,1030
3548609,2023,7,2,3,9,5,9,1
3548609,2024,0,0,6,0,0,9,3
3548609,2025,2,0,3,2,1,9,0
3548708,2023,2166,1478,5791,3644,1168,1998,5503
3548708,2024,2079,1138,4134,3217,1240,1893,4449
3548708,2025,2120,844,3245,2964,1094,1892,3235
3548807,2023,433,84,655,517,161,500,760
3548807,2024,221,47,477,268,77,553,446
3548807,2025,607,17,447,624,46,571,231
3548906,2023,426,90,770,516,162,842,438
3548906,2024,428,107,812,535,174,792,370
3548906,2025,340,52,597,392,127,702,187
3549003,2023,2,0,0,2,1,1,0
3549003,2024,0,0,0,0,0,1,0
3549003,2025,2,0,2,2,0,1,0
3549102,2023,44,14,93,58,24,192,80
3549102,2024,71,9,78,80,33,159,15
3549102,2025,32,7,93,39,14,124,13
3549201,2023,0,0,4,0,0,3,0
3549201,2024,0,0,2,0,0,0,0
3549201,2025,0,0,2,0,0,0,0
3549250,2023,0,0,3,0,0,0,2
3549250,2024,1,0,2,1,0,1,0
3549250,2025,1,0,0,1,1,0,0
3549300,2023,0,0,2,0,0,0,0
3549409,2023,18,6,58,24,10,112,26
3549409,2024,29,18,28,47,12,69,49
3549409,2025,18,0,42,18,14,73,20
3549508,2023,7,11,51,18,1,7,10
3549508,2024,4,12,19,16,4,5,11
3549508,2025,4,4,22,8,3,13,6
3549607,2023,1,0,0,1,1,4,0
3549607,2024,1,0,0,1,0,3,0
3549607,2025,0,0,3,0,0,4,0
3549706,2023,14,0,36,14,3,71,12
3549706,2024,24,0,40,24,8,59,7
3549706,2025,8,0,20,8,3,57,2
3549805,2023,677,92,2404,769,408,1613,632
3549805,2024,556,93,1615,649,350,1536,532
3549805,2025,671,91,1493,762,429,1449,403
3549904,2023,1122,150,1706,1272,180,1269,1071
3549904,2024,657,121,926,778,226,1161,743
3549904,2025,700,82,1099,782,255,1144,506
3549953,2023,10,63,230,73,9,15,130
3549953,2024,9,64,104,73,5,14,69
3549953,2025,8,51,73,59,6,10,87
3550001,2023,3,0,10,3,2,15,1
3550001,2024,2,5,4,7,2,17,0
3550001,2025,4,0,5,4,3,10,5
3550100,2023,3,1,42,4,0,44,12
3550100,2024,8,0,51,8,5,78,10
3550100,2025,20,5,24,25,13,57,10
3550209,2023,5,3,15,8,3,46,34
3550209,2024,12,1,30,13,3,24,63
3550209,2025,4,14,21,18,12,17,3
3550308,2023,35796,14710,73078,50506,15958,113386,119653
3550308,2024,37738,12408,61580,50146,17320,97798,93956
3550308,2025,35769,10397,52952,46166,15077,106463,77488
3550407,2023,8,6,40,14,4,45,16
3550407,2024,13,4,25,17,9,46,21
3550407,2025,16,0,41,16,6,49,6
3550506,2023,1,2,12,3,0,6,11
3550506,2024,0,0,6,0,0,5,0
3550506,2025,1,0,4,1,0,1,0
3550605,2023,78,101,195,179,56,142,130
3550605,2024,64,127,183,191,80,113,198
3550605,2025,55,78,187,133,67,131,162
3550704,2023,48,4,123,52,27,243,153
3550704,2024,45,10,160,55,25,243,113
3550704,2025,47,33,156,80,36,228,134
3550803,2023,5,3,9,8,3,8,4
3550803,2024,3,0,1,3,2,8,0
3550803,2025,0,0,2,0,0,14,0
3550902,2023,3,5,42,8,2,12,22
3550902,2024,3,17,58,20,2,9,30
3550902,2025,12,31,37,43,8,15,10
3551009,2023,503,430,1066,933,535,952,2275
3551009,2024,498,504,1252,1002,540,920,2172
3551009,2025,473,388,1366,861,498,933,2058
3551108,2023,2,3,5,5,1,23,1
3551108,2024,2,5,6,7,2,17,80
3551108,2025,3,0,9,3,2,11,1
3551207,2023,0,0,10,0,0,5,3
3551207,2024,1,0,2,1,0,5,0
3551207,2025,1,0,0,1,0,2,0
3551306,2023,0,0,2,0,0,20,0
3551306,2024,0,0,0,0,0,2,0
3551405,2023,3,5,9,8,0,19,1
3551405,2024,7,1,6,8,1,12,0
3551405,2025,4,0,10,4,2,6,6
3551504,2023,37,7,134,44,16,66,74
3551504,2024,25,8,81,33,14,66,114
3551504,2025,51,8,93,59,25,48,45
3551603,2023,10,20,21,30,13,27,15
3551603,2024,7,12,10,19,5,41,38
3551603,2025,13,5,15,18,9,35,4
3551702,2023,226,25,246,251,73,221,115
3551702,2024,164,13,190,177,63,175,44
3551702,2025,210,12,142,222,67,130,56
3551801,2023,1,0,6,1,0,17,3
3551801,2024,2,0,2,2,0,13,0
3551801,2025,4,0,2,4,0,10,0
3551900,2023,2,2,17,4,2,18,2
3551900,2024,5,0,14,5,2,17,1
3551900,2025,3,0,6,3,1,14,0
3552007,2023,0,0,0,0,0,2,2
3552007,2024,0,0,8,0,0,4,3
3552007,2025,4,2,2,6,4,2,1
3552106,2023,9,4,13,13,1,41,9
3552106,2024,21,5,21,26,9,49,5
3552106,2025,16,10,25,26,15,39,2
3552205,2023,1341,407,3768,1748,876,1755,1717
3552205,2024,1454,371,2311,1825,1102,1670,1058
3552205,2025,1615,265,1878,1880,1141,1695,818
3552304,2023,0,0,5,0,0,36,6
3552304,2024,0,0,7,0,0,9,0
3552304,2025,2,0,7,2,0,11,0
3552403,2023,454,629,1310,1083,559,696,1054
3552403,2024,495,540,1006,1035,515,691,606
3552403,2025,502,330,903,832,425,569,373
3552502,2023,768,563,1893,1331,374,653,1987
3552502,2024,779,506,1865,1285,311,696,1444
3552502,2025,726,342,1503,1068,239,688,1050
3552551,2024,1,0,6,1,1,6,0
3552551,2025,0,0,0,0,0,2,0
3552601,2023,1,0,11,1,0,13,1
3552601,2024,1,0,4,1,0,10,0
3552601,2025,2,0,6,2,1,6,0
3552700,2023,6,0,6,6,0,11,3
3552700,2024,4,0,2,4,1,14,5
3552700,2025,5,1,5,6,0,20,4
3552809,2023,487,233,1767,720,320,557,1859
3552809,2024,607,299,1528,906,464,507,1664
3552809,2025,1052,263,1540,1315,558,446,1210
3552908,2023,1,0,3,1,1,3,0
3552908,2024,0,0,6,0,0,10,1
3552908,2025,0,0,0,0,0,0,4
3553005,2023,1,4,0,5,0,16,2
3553005,2024,0,0,4,0,0,18,4
3553005,2025,2,6,4,8,1,12,6
3553104,2023,3,1,0,4,2,2,2
3553104,2024,2,0,0,2,1,18,0
3553104,2025,2,0,0,2,0,1,0
3553203,2023,5,3,17,8,3,7,8
3553203,2024,10,2,4,12,0,6,7
3553203,2025,4,3,0,7,3,14,0
3553302,2023,7,10,28,17,8,38,10
3553302,2024,11,3,16,14,1,25,15
3553302,2025,5,10,19,15,5,11,9
3553401,2023,5,2,33,7,4,47,3
3553401,2024,6,0,48,6,4,53,21
3553401,2025,6,0,14,6,3,41,4
3553500,2023,0,4,2,4,0,5,10
3553500,2024,5,12,4,17,3,6,21
3553500,2025,1,0,1,1,0,2,2
3553609,2023,9,6,3,15,5,18,6
3553609,2024,7,2,8,9,5,3,0
3553609,2025,3,0,4,3,2,8,0
3553658,2023,0,3,0,3,3,5,1
3553658,2024,0,8,0,8,8,2,1
3553658,2025,0,0,1,0,0,1,0
3553708,2023,43,38,114,81,4,73,75
3553708,2024,31,49,77,80,7,62,69
3553708,2025,38,13,70,51,9,47,22
3553807,2023,7,0,10,7,1,61,11
3553807,2024,5,0,31,5,4,26,4
3553807,2025,13,0,12,13,7,19,3
3553856,2023,1,0,14,1,1,9,0
3553856,2024,3,0,9,3,3,3,2
3553856,2025,3,0,4,3,3,2,0
3553906,2023,0,0,8,0,0,9,0
3553906,2024,0,0,4,0,0,3,0
3553906,2025,3,0,1,3,2,7,1
3553955,2023,5,0,30,5,4,12,79
3553955,2024,8,0,26,8,7,7,0
3553955,2025,1,0,6,1,0,11,2
3554003,2023,121,61,171,182,83,130,93
3554003,2024,128,70,226,198,90,165,116
3554003,2025,122,23,156,145,70,124,56
3554102,2023,292,142,762,434,168,702,646
3554102,2024,238,95,553,333,158,641,445
3554102,2025,307,113,608,420,219,598,380
3554201,2023,1,0,6,1,0,7,0
3554201,2024,2,0,0,2,0,4,0
3554201,2025,0,0,0,0,0,2,0
3554300,2023,40,0,48,40,35,20,1
3554300,2024,8,1,30,9,5,17,6
3554300,2025,3,1,20,4,2,37,2
3554409,2023,5,2,12,7,1,4,0
3554409,2024,4,10,9,14,1,12,13
3554409,2025,3,1,2,4,2,7,0
3554508,2023,56,23,38,79,19,40,27
3554508,2024,41,7,55,48,9,42,16
3554508,2025,59,30,73,89,23,70,55
3554607,2023,1,0,0,1,0,3,0
3554607,2024,0,0,0,0,0,2,0
3554607,2025,0,0,3,0,0,0,0
3554656,2023,0,0,0,0,0,1,0
3554656,2025,1,0,0,1,1,1,0
3554706,2023,4,4,3,8,2,9,5
3554706,2024,7,0,5,7,1,13,1
3554706,2025,1,0,10,1,1,5,2
3554755,2023,1,0,0,1,0,3,0
3554755,2024,0,0,0,0,0,1,0
3554805,2023,37,28,69,65,16,34,78
3554805,2024,29,21,35,50,29,57,40
3554805,2025,25,12,32,37,16,27,22
3554904,2023,0,0,4,0,0,4,1
3554904,2024,1,0,1,1,1,7,0
3554904,2025,0,0,34,0,0,8,1
3554953,2023,7,9,19,16,1,13,15
3554953,2024,3,1,10,4,1,4,3
3554953,2025,1,4,5,5,1,9,5
3555000,2023,13,0,77,13,9,92,8
3555000,2024,7,2,87,9,7,82,4
3555000,2025,8,0,41,8,8,81,8
3555109,2023,0,0,14,0,0,17,0
3555109,2024,0,0,0,0,0,7,0
3555109,2025,0,0,8,0,0,8,0
3555208,2023,3,0,0,3,0,2,0
3555208,2024,0,0,0,0,0,1,0
3555307,2023,0,0,0,0,0,1,0
3555307,2024,2,0,0,2,1,0,0
3555307,2025,0,0,0,0,0,3,0
3555356,2023,1,0,3,1,0,12,1
3555356,2024,2,0,4,2,2,16,2
3555356,2025,1,0,5,1,1,15,0
3555406,2023,69,7,133,76,29,424,307
3555406,2024,38,7,106,45,20,361,136
3555406,2025,50,5,74,55,17,402,74
3555505,2023,0,0,0,0,0,10,0
3555505,2024,1,0,0,1,0,5,0
3555505,2025,0,0,9,0,0,4,0
3555604,2023,0,2,8,2,0,11,2
3555604,2024,1,0,9,1,1,5,2
3555604,2025,0,0,6,0,0,12,0
3555703,2024,0,0,0,0,0,2,0
3555703,2025,0,0,0,0,0,3,0
3555802,2023,2,1,21,3,0,13,0
3555802,2024,4,2,6,6,5,7,1
3555802,2025,1,0,6,1,0,7,0
3555901,2023,0,0,3,0,0,3,2
3555901,2024,0,0,0,0,0,1,0
3556008,2023,4,0,15,4,1,17,0
3556008,2024,1,8,11,9,1,13,1
3556008,2025,1,0,8,1,1,8,0
3556107,2023,0,0,7,0,0,20,2
3556107,2024,7,2,7,9,8,14,4
3556107,2025,0,0,10,0,0,7,0
3556206,2023,171,89,156,260,65,232,286
3556206,2024,184,66,130,250,58,220,183
3556206,2025,112,41,97,153,41,195,72
3556305,2023,0,0,11,0,0,69,6
3556305,2024,1,0,9,1,0,51,19
3556305,2025,2,0,18,2,0,44,6
3556354,2023,2,8,24,10,2,10,31
3556354,2024,5,1,38,6,3,5,15
3556354,2025,3,2,35,5,2,8,4
3556404,2023,31,4,36,35,20,79,18
3556404,2024,19,4,32,23,13,56,10
3556404,2025,16,0,29,16,5,37,11
3556453,2023,47,50,269,97,39,69,329
3556453,2024,44,69,204,113,40,76,148
3556453,2025,37,21,82,58,16,66,70
3556503,2023,126,84,398,210,81,149,227
3556503,2024,125,65,260,190,75,170,138
3556503,2025,155,33,303,188,107,151,161
3556602,2023,2,0,10,2,0,19,0
3556602,2024,2,0,11,2,2,7,0
3556602,2025,0,0,17,0,0,11,0
3556701,2023,72,19,87,91,23,124,92
3556701,2024,58,15,86,73,30,129,56
3556701,2025,56,17,93,73,21,142,35
3556800,2023,5,6,24,11,3,10,16
3556800,2024,4,17,25,21,4,45,21
3556800,2025,16,4,22,20,5,18,7
3556909,2023,2,23,6,25,6,4,39
3556909,2024,1,5,2,6,1,3,6
3556909,2025,2,0,10,2,0,2,1
3556958,2023,0,0,0,0,0,1,0
3556958,2024,0,0,0,0,0,2,1
3556958,2025,0,0,1,0,0,2,0
3557006,2023,89,26,323,115,57,186,61
3557006,2024,97,21,290,118,48,168,65
3557006,2025,123,25,162,148,90,140,61
3557105,2023,42,2,141,44,21,234,21
3557105,2024,57,7,151,64,37,216,28
3557105,2025,79,2,77,81,49,141,23
3557154,2023,4,0,0,4,3,7,0
3557154,2024,0,0,0,0,0,1,0
3557154,2025,1,0,0,1,0,2,0
3557204,2023,0,0,18,0,0,16,0
3557204,2024,1,0,0,1,1,16,6
3557204,2025,1,0,10,1,1,15,4
3557303,2023,10,11,18,21,7,13,35
3557303,2024,7,1,13,8,4,15,11
3557303,2025,5,4,39,9,3,8,12
