codigo_ibge,ano,veic_furtado,veic_roubado,veic_localizado,veic_subtraido,veic_moto,cel_furto,cel_roubo
3519402,2023,0,0,7,0,0,13,4
3519402,2024,0,0,12,0,0,7,2
3519402,2025,4,0,8,4,2,11,1
3519501,2023,2,0,4,2,0,11,4
3519501,2024,1,0,2,1,1,5,0
3519501,2025,0,0,2,0,0,3,0
3519600,2023,24,14,159,38,20,124,64
3519600,2024,27,6,80,33,9,103,31
3519600,2025,34,19,42,53,17,128,12
3519709,2023,67,102,271,169,52,104,179
3519709,2024,64,52,174,116,44,108,155
3519709,2025,50,81,150,131,33,85,84
3519808,2023,3,2,8,5,0,7,6
3519808,2024,1,2,2,3,0,16,0
3519808,2025,4,0,5,4,0,8,0
3519907,2023,1,0,1,1,0,12,0
3519907,2024,1,0,3,1,0,6,2
3519907,2025,0,0,0,0,0,10,0
3520004,2023,3,8,20,11,2,36,11
3520004,2024,4,1,11,5,3,40,1
3520004,2025,6,1,33,7,6,32,4
3520103,2023,13,9,52,22,1,49,47
3520103,2024,12,5,27,17,9,51,30
3520103,2025,3,10,29,13,4,37,29
3520202,2023,16,27,49,43,6,15,21
3520202,2024,10,8,17,18,3,23,15
3520202,2025,7,21,32,28,7,14,43
3520301,2023,13,1,13,14,7,78,9
3520301,2024,13,1,32,14,9,53,23
3520301,2025,17,3,19,20,13,54,20
3520400,2023,17,0,31,17,12,146,15
3520400,2024,32,0,69,32,28,133,23
3520400,2025,22,0,48,22,19,129,15
3520426,2023,11,1,8,12,9,78,24
3520426,2024,11,2,30,13,2,66,29
3520426,2025,15,0,23,15,3,64,28
3520442,2023,4,3,35,7,1,81,0
3520442,2024,2,0,30,2,0,80,8
3520442,2025,8,0,43,8,7,50,6
3520509,2023,172,19,482,191,79,485,171
3520509,2024,155,16,438,171,96,398,188
3520509,2025,130,23,291,153,70,338,110
3520608,2023,0,0,0,0,0,4,0
3520608,2024,1,0,6,1,0,4,0
3520608,2025,3,0,6,3,3,3,0
3520707,2023,0,0,15,0,0,6,0
3520707,2024,0,0,0,0,0,2,0
3520707,2025,3,0,0,3,3,6,0
3520806,2023,0,0,4,0,0,2,0
3520806,2024,0,0,2,0,0,0,0
3520905,2023,2,10,21,12,0,7,0
3520905,2024,2,0,7,2,2,12,1
3520905,2025,0,0,2,0,0,10,1
3521002,2023,25,3,98,28,10,63,35
3521002,2024,16,2,119,18,6,30,14
3521002,2025,16,7,107,23,7,32,20
3521101,2023,5,3,15,8,1,5,5
3521101,2024,2,2,16,4,0,3,0
3521101,2025,1,12,10,13,0,3,4
3521150,2023,6,2,15,8,2,5,6
3521150,2024,4,2,11,6,6,9,0
3521150,2025,2,0,13,2,1,7,0
3521200,2023,0,0,0,0,0,5,1
3521200,2024,0,0,0,0,0,6,0
3521200,2025,0,1,0,1,1,6,0
3521309,2023,3,11,38,14,1,26,21
3521309,2024,5,6,4,11,0,43,6
3521309,2025,4,10,10,14,2,36,63
3521408,2023,27,12,107,39,3,22,46
3521408,2024,28,5,60,33,13,20,33
3521408,2025,21,7,67,28,9,17,8
3521507,2023,2,0,1,2,1,3,0
3521507,2024,3,0,0,3,0,6,0
3521507,2025,0,3,1,3,0,4,0
3521606,2023,0,0,3,0,0,6,0
3521606,2024,0,0,0,0,0,5,0
3521606,2025,1,0,3,1,0,11,0
3521705,2023,3,0,2,3,2,11,1
3521705,2024,4,0,7,4,1,6,0
3521705,2025,3,0,6,3,2,11,0
3521804,2023,3,1,14,4,0,15,4
3521804,2024,3,0,20,3,1,12,4
3521804,2025,8,0,11,8,4,28,6
3521903,2023,5,0,8,5,3,10,7
3521903,2024,4,0,9,4,1,33,2
3521903,2025,8,2,8,10,5,25,0
3522000,2023,1,0,4,1,0,4,0
3522000,2024,0,3,0,3,0,1,1
3522000,2025,2,0,0,2,1,1,5
3522109,2023,287,99,734,386,205,584,700
3522109,2024,291,93,526,384,195,493,482
3522109,2025,257,96,516,353,130,440,350
3522158,2023,0,0,0,0,0,2,0
3522158,2024,0,0,2,0,0,4,0
3522158,2025,0,0,0,0,0,2,0
3522208,2023,198,694,1475,892,186,381,1884
3522208,2024,304,651,1103,955,313,270,1503
3522208,2025,611,672,1156,1283,349,404,1456
3522307,2023,75,19,212,94,32,361,97
3522307,2024,114,16,284,130,42,348,91
3522307,2025,103,11,319,114,64,286,67
3522406,2023,21,10,74,31,13,135,27
3522406,2024,29,4,98,33,12,145,37
3522406,2025,24,2,93,26,10,134,29
3522505,2023,323,160,717,483,244,411,784
3522505,2024,387,266,1026,653,375,421,907
3522505,2025,277,310,866,587,376,430,877
3522604,2023,71,54,170,125,67,86,58
3522604,2024,68,66,120,134,70,56,58
3522604,2025,33,22,57,55,23,62,21
3522653,2023,0,0,2,0,0,3,0
3522653,2024,0,0,2,0,0,0,0
3522653,2025,2,0,1,2,2,0,0
3522703,2023,39,11,82,50,18,48,13
3522703,2024,19,12,54,31,6,65,8
3522703,2025,25,9,86,34,10,51,14
3522802,2023,2,0,9,2,2,13,1
3522802,2024,0,0,15,0,0,13,1
3522802,2025,1,2,16,3,0,16,1
3522901,2023,8,10,16,18,5,36,7
3522901,2024,7,1,7,8,6,24,7
3522901,2025,6,0,13,6,2,11,1
3523008,2023,1,0,2,1,1,3,0
3523008,2024,2,0,6,2,0,3,0
3523008,2025,0,0,5,0,0,2,0
3523107,2023,702,707,3072,1409,285,808,3116
3523107,2024,661,813,2948,1474,429,583,2167
3523107,2025,724,626,2530,1350,419,657,2042
3523206,2023,11,0,38,11,8,94,13
3523206,2024,7,0,25,7,2,72,10
3523206,2025,4,3,11,7,5,63,13
3523305,2023,5,12,12,17,11,22,27
3523305,2024,8,7,13,15,4,16,24
3523305,2025,10,1,24,11,4,31,6
3523404,2023,55,97,316,152,26,169,201
3523404,2024,52,80,359,132,21,133,163
3523404,2025,71,106,484,177,34,193,200
3523503,2023,7,7,68,14,0,18,16
3523503,2024,4,3,32,7,2,18,4
3523503,2025,5,0,9,5,1,24,5
3523602,2023,4,15,21,19,2,22,15
3523602,2024,5,11,24,16,0,28,11
3523602,2025,7,4,32,11,0,29,4
3523701,2023,3,5,10,8,0,5,4
3523701,2024,3,0,8,3,0,7,21
3523701,2025,5,1,3,6,1,5,2
3523800,2023,1,0,4,1,1,2,0
3523800,2024,9,8,5,17,9,4,12
3523800,2025,2,0,6,2,2,7,2
3523909,2023,121,52,335,173,61,1237,169
3523909,2024,111,70,358,181,49,823,232
3523909,2025,97,45,300,142,39,520,92
3524006,2023,68,66,128,134,34,292,125
3524006,2024,65,75,206,140,46,109,158
3524006,2025,45,90,162,135,33,96,127
3524105,2023,9,16,129,25,4,37,33
3524105,2024,27,10,61,37,17,57,19
3524105,2025,12,22,39,34,8,212,18
3524204,2023,3,15,7,18,1,9,6
3524204,2024,0,0,0,0,0,7,4
3524204,2025,1,1,1,2,1,2,0
3524303,2023,86,63,242,149,41,149,242
3524303,2024,54,56,163,110,47,124,91
3524303,2025,64,21,79,85,24,95,48
3524402,2023,346,161,633,507,53,410,381
3524402,2024,292,126,488,418,86,399,340
3524402,2025,287,102,505,389,90,308,294
3524501,2023,1,0,6,1,0,15,0
3524501,2024,1,0,9,1,1,10,0
3524501,2025,2,0,0,2,0,6,0
3524600,2023,5,8,23,13,5,17,5
3524600,2024,11,0,26,11,6,16,6
3524600,2025,4,4,24,8,3,14,13
3524709,2023,90,51,146,141,49,283,77
3524709,2024,71,37,151,108,46,116,131
3524709,2025,76,22,109,98,33,322,81
3524808,2023,20,0,94,20,12,91,12
3524808,2024,9,2,41,11,7,79,10
3524808,2025,20,0,98,20,8,69,1
3524907,2023,10,0,13,10,2,4,4
3524907,2024,18,3,9,21,7,11,1
3524907,2025,2,0,9,2,1,8,1
3525003,2023,161,55,224,216,145,151,407
3525003,2024,166,61,239,227,151,163,206
3525003,2025,532,95,220,627,63,170,195
3525102,2023,59,41,119,100,22,70,82
3525102,2024,46,10,103,56,19,50,53
3525102,2025,49,14,103,63,20,51,89
3525201,2023,22,72,156,94,23,34,108
3525201,2024,43,37,106,80,38,49,54
3525201,2025,34,64,75,98,25,25,76
3525300,2023,55,8,347,63,38,257,97
3525300,2024,45,4,191,49,33,244,53
3525300,2025,43,5,181,48,23,242,31
3525409,2023,0,2,1,2,0,9,18
3525409,2024,4,0,3,4,1,6,0
3525409,2025,0,2,2,2,0,12,0
3525508,2023,8,3,17,11,4,26,22
3525508,2024,5,0,9,5,4,21,1
3525508,2025,2,0,8,2,0,8,0
3525607,2023,1,0,3,1,1,4,0
3525607,2024,1,0,8,1,0,2,0
3525607,2025,5,0,1,5,1,1,0
3525706,2023,17,3,38,20,6,83,17
3525706,2024,32,12,69,44,15,39,22
3525706,2025,15,2,67,17,8,51,4
3525805,2023,0,0,0,0,0,3,0
3525805,2024,0,0,3,0,0,1,4
3525805,2025,0,0,0,0,0,6,0
3525854,2023,2,0,1,2,0,4,0
3525854,2024,1,0,0,1,0,3,1
3525854,2025,0,7,14,7,0,3,3
3525904,2023,382,450,1789,832,212,1051,1334
3525904,2024,576,291,1127,867,406,1009,738
3525904,2025,822,247,1088,1069,281,965,621
3526001,2023,3,0,10,3,1,19,1
3526001,2024,0,0,2,0,0,11,1
3526001,2025,2,0,2,2,0,13,0
3526100,2023,10,11,43,21,3,58,29
3526100,2024,7,26,24,33,4,34,49
3526100,2025,7,6,29,13,5,54,11
3526209,2023,11,80,136,91,3,41,153
3526209,2024,13,34,167,47,4,63,137
3526209,2025,11,50,103,61,6,53,90
3526308,2023,1,0,2,1,1,5,3
3526308,2024,3,1,0,4,2,1,6
3526308,2025,1,0,0,1,0,7,0
3526407,2023,17,3,36,20,10,41,17
3526407,2024,16,2,53,18,3,24,10
3526407,2025,15,6,39,21,5,40,20
3526506,2023,0,0,0,0,0,14,0
3526506,2024,0,0,2,0,0,3,0
3526506,2025,0,0,0,0,0,2,0
3526605,2023,1,1,13,2,0,4,3
3526605,2024,0,0,11,0,0,6,0
3526605,2025,5,8,6,13,6,6,24
3526704,2023,140,97,182,237,93,214,135
3526704,2024,112,58,228,170,57,152,109
3526704,2025,122,29,179,151,57,140,280
3526803,2023,20,3,59,23,17,135,12
3526803,2024,22,0,63,22,13,73,9
3526803,2025,22,6,41,28,22,87,5
3526902,2023,735,383,1753,1118,367,717,750
3526902,2024,528,218,1207,746,265,717,559
3526902,2025,596,248,1217,844,317,389,317
3527009,2023,4,20,3,24,4,5,2
3527009,2024,4,2,7,6,2,8,4
3527009,2025,6,0,6,6,1,3,2
3527108,2023,44,6,252,50,26,183,71
3527108,2024,19,2,199,21,15,161,77
3527108,2025,19,0,139,19,16,149,21
3527207,2023,39,19,168,58,32,90,120
3527207,2024,42,38,146,80,40,84,153
3527207,2025,31,21,85,52,30,94,106
3527256,2023,0,0,2,0,0,1,0
3527256,2024,0,0,5,0,0,0,0
3527256,2025,1,0,2,1,0,2,0
3527306,2023,31,16,100,47,9,78,42
3527306,2024,38,18,29,56,24,62,63
3527306,2025,38,21,79,59,22,51,63
3527405,2023,3,0,3,3,3,28,0
3527405,2024,0,0,0,0,0,12,0
3527405,2025,1,0,12,1,1,19,1
3527504,2023,0,0,0,0,0,3,0
3527504,2024,0,0,2,0,0,2,0
3527504,2025,1,0,2,1,0,0,0
3527603,2023,0,7,8,7,0,16,3
3527603,2024,3,13,5,16,1,8,13
3527603,2025,1,16,17,17,1,10,11
3527702,2023,0,0,0,0,0,1,19
3527702,2024,2,0,3,2,1,0,2
3527702,2025,0,0,8,0,0,4,0
3527801,2024,0,0,0,0,0,1,1
3527900,2023,0,0,0,0,0,1,0
3527900,2024,0,0,2,0,0,1,0
3527900,2025,0,0,0,0,0,0,2
3528007,2023,10,2,35,12,5,14,3
3528007,2024,13,1,15,14,11,14,7
3528007,2025,3,3,12,6,3,8,1
3528106,2023,3,0,1,3,0,8,1
3528106,2024,0,0,2,0,0,7,0
3528106,2025,0,0,0,0,0,4,0
3528205,2023,0,0,4,0,0,1,0
3528205,2024,0,0,0,0,0,4,0
3528205,2025,2,1,2,3,1,1,0
3528304,2024,1,0,0,1,0,1,0
3528304,2025,0,0,0,0,0,1,0
3528403,2023,44,38,137,82,23,51,52
3528403,2024,47,24,109,71,20,61,50
3528403,2025,37,20,93,57,28,49,52
3528502,2023,104,108,414,212,47,159,345
3528502,2024,88,116,289,204,44,159,348
3528502,2025,67,110,363,177,45,110,213
3528601,2023,7,0,5,7,0,5,0
3528601,2024,5,0,11,5,1,2,1
3528601,2025,4,0,3,4,1,10,0
3528700,2024,0,0,2,0,0,0,0
3528700,2025,0,0,3,0,0,2,0
3528809,2023,0,0,4,0,0,9,3
3528809,2024,2,0,9,2,1,11,4
3528809,2025,1,0,1,1,0,5,0
3528858,2024,1,0,0,1,0,3,2
3528858,2025,0,0,0,0,0,2,0
3528908,2023,0,0,4,0,0,1,0
3528908,2024,0,0,0,0,0,1,0
3528908,2025,1,0,0,1,0,8,0
3529005,2023,54,15,477,69,30,454,128
3529005,2024,39,3,368,42,20,400,124
3529005,2025,46,0,437,46,21,365,67
3529104,2023,0,0,1,0,0,0,0
3529104,2024,0,0,2,0,0,0,0
3529104,2025,0,0,2,0,0,0,0
3529203,2023,1,0,14,1,1,30,0
3529203,2024,6,18,6,24,5,21,3
3529203,2025,1,0,13,1,1,17,1
3529302,2023,164,53,182,217,68,187,62
3529302,2024,94,26,98,120,47,68,35
3529302,2025,65,6,110,71,25,71,32
3529401,2023,1389,564,2373,1953,508,853,2500
3529401,2024,1433,522,2286,1955,557,788,1823
3529401,2025,1198,324,1565,1522,475,661,1202
3529500,2023,1,0,1,1,1,12,0
3529500,2024,3,2,1,5,1,9,0
3529500,2025,7,0,5,7,1,8,2
3529609,2023,1,0,2,1,0,0,0
3529609,2024,0,0,15,0,0,1,3
3529609,2025,0,0,0,0,0,4,0
3529658,2024,0,0,2,0,0,1,0
3529658,2025,2,0,0,2,2,4,0
3529708,2023,9,51,64,60,5,43,84
3529708,2024,11,31,34,42,4,29,112
3529708,2025,12,24,31,36,8,20,11
3529807,2023,3,0,11,3,3,9,0
3529807,2024,4,7,14,11,7,9,6
3529807,2025,1,0,4,1,1,7,2
3529906,2023,5,128,112,133,8,36,193
3529906,2024,7,116,125,123,16,34,127
3529906,2025,7,31,77,38,1,34,73
3530003,2023,0,0,0,0,0,7,0
3530003,2024,0,0,3,0,0,6,0
3530003,2025,0,0,0,0,0,1,0
3530102,2023,3,0,4,3,2,25,7
3530102,2024,4,0,10,4,1,33,6
3530102,2025,2,0,11,2,2,22,2
3530201,2023,14,0,21,14,14,10,1
3530201,2024,1,1,11,2,1,6,3
3530201,2025,4,0,23,4,1,19,0
3530300,2023,29,16,139,45,10,125,33
3530300,2024,25,0,116,25,13,103,31
3530300,2025,33,5,61,38,22,84,15
3530409,2023,1,0,9,1,0,7,0
3530409,2024,4,0,3,4,2,3,0
3530409,2025,2,0,2,2,1,4,0
3530508,2023,44,25,97,69,37,120,66
3530508,2024,57,12,90,69,37,110,28
3530508,2025,47,8,95,55,25,91,21
3530607,2023,685,376,1364,1061,277,1084,1384
3530607,2024,518,243,1193,761,258,857,934
3530607,2025,508,250,1086,758,323,837,745
3530706,2023,241,121,308,362,139,320,380
3530706,2024,246,80,262,326,156,261,157
3530706,2025,234,47,196,281,138,263,80
3530805,2023,161,94,323,255,103,134,139
3530805,2024,159,70,217,229,104,128,122
3530805,2025,140,33,177,173,72,143,81
3530904,2023,6,4,4,10,3,4,0
3530904,2024,5,4,0,9,2,4,0
3530904,2025,4,7,16,11,0,5,1
3531001,2023,1,0,4,1,1,3,0
3531001,2024,0,2,0,2,0,0,0
3531100,2023,192,90,252,282,100,513,613
3531100,2024,165,74,332,239,109,391,432
3531100,2025,178,29,231,207,75,406,178
3531209,2023,6,0,2,6,3,4,4
3531209,2024,3,1,3,4,2,4,0
3531209,2025,4,0,1,4,2,6,0
3531308,2023,46,76,78,122,41,49,133
3531308,2024,47,62,80,109,38,69,76
3531308,2025,26,5,41,31,9,31,25
3531407,2023,13,0,34,13,3,28,7
3531407,2024,3,0,16,3,1,34,3
3531407,2025,6,0,17,6,1,32,4
3531506,2023,4,3,9,7,3,33,1
3531506,2024,3,2,12,5,2,13,4
3531506,2025,2,0,25,2,0,13,0
3531605,2023,0,0,0,0,0,3,0
3531605,2024,0,0,0,0,0,2,0
3531605,2025,0,0,0,0,0,1,0
3531704,2023,8,0,4,8,3,4,0
3531704,2024,8,2,5,10,6,4,14
3531704,2025,4,2,10,6,3,1,2
3531803,2023,58,71,183,129,52,90,190
3531803,2024,63,60,178,123,35,91,119
3531803,2025,57,49,111,106,21,58,90
3531902,2023,13,46,59,59,18,71,170
3531902,2024,21,14,55,35,21,51,86
3531902,2025,11,9,29,20,2,50,31
3532009,2023,4,0,24,4,0,7,13
3532009,2024,4,3,8,7,1,9,1
3532009,2025,5,2,9,7,0,3,1
3532058,2023,1,1,7,2,0,1,4
3532058,2024,2,2,2,4,0,1,1
3532058,2025,0,11,3,11,0,0,2
3532108,2023,0,1,2,1,0,2,1
3532108,2024,1,0,4,1,1,0,0
3532108,2025,0,0,3,0,0,2,1
3532157,2023,0,0,1,0,0,5,0
3532157,2024,0,0,0,0,0,2,0
3532157,2025,2,0,0,2,1,0,0
3532207,2023,0,0,5,0,0,3,0
3532207,2024,0,0,2,0,0,4,0
3532207,2025,2,0,0,2,2,1,0
3532306,2023,2,5,1,7,2,6,2
3532306,2024,0,1,4,1,0,3,1
3532306,2025,4,0,0,4,2,2,1
3532405,2023,17,40,32,57,22,18,52
3532405,2024,12,22,36,34,19,12,41
3532405,2025,26,35,42,61,20,12,32
3532504,2023,4,0,11,4,0,8,4
3532504,2024,0,0,2,0,0,7,0
3532504,2025,5,0,9,5,3,6,0
3532603,2023,1,2,9,3,1,8,4
3532603,2024,2,2,7,4,0,21,0
3532603,2025,1,0,6,1,0,6,0
3532702,2023,3,0,7,3,0,6,1
3532702,2024,5,0,3,5,0,11,0
3532702,2025,0,0,2,0,0,0,0
3532801,2023,7,0,2,7,0,6,2
3532801,2024,0,0,1,0,0,1,0
3532801,2025,2,0,0,2,1,7,0
3532827,2023,5,0,3,5,1,18,0
3532827,2024,1,0,0,1,0,12,3
3532827,2025,2,0,0,2,0,8,2
3532843,2023,0,0,0,0,0,4,0
3532843,2024,0,0,4,0,0,0,0
3532843,2025,0,2,0,2,2,0,2
3532868,2024,1,0,2,1,0,0,0
3532900,2023,4,0,6,4,1,9,0
3532900,2024,1,0,6,1,0,13,1
3532900,2025,0,4,0,4,0,8,0
3533007,2023,2,0,20,2,0,33,9
3533007,2024,2,0,24,2,0,16,3
3533007,2025,3,2,12,5,3,15,3
3533106,2023,0,0,1,0,0,2,0
3533106,2025,0,0,0,0,0,2,0
3533205,2023,1,0,3,1,0,11,0
3533205,2024,1,0,0,1,1,6,0
3533205,2025,1,0,2,1,1,3,0
3533254,2023,0,0,2,0,0,2,0
3533254,2024,1,0,2,1,0,3,1
3533254,2025,1,0,4,1,1,3,0
3533304,2023,0,0,0,0,0,1,0
3533304,2024,0,0,0,0,0,2,0
3533304,2025,0,0,2,0,0,3,0
3533403,2023,101,43,172,144,29,134,85
3533403,2024,106,78,160,184,29,87,89
3533403,2025,104,58,158,162,42,80,86
3533502,2023,16,12,41,28,6,89,15
3533502,2024,14,7,19,21,6,72,2
3533502,2025,16,0,26,16,10,55,1
3533601,2023,6,0,2,6,4,8,0
3533601,2024,11,0,5,11,3,7,0
3533601,2025,4,1,2,5,1,5,1
3533700,2023,0,3,6,3,0,1,9
3533700,2024,0,0,6,0,0,0,0
3533809,2023,0,0,0,0,0,0,1
3533809,2024,0,0,0,0,0,2,0
3533908,2023,14,7,79,21,2,106,27
3533908,2024,9,7,39,16,2,105,14
3533908,2025,10,0,20,10,2,74,11
3534005,2023,1,0,2,1,1,5,0
3534005,2024,1,2,0,3,1,2,1
3534005,2025,5,0,9,5,2,4,1
3534104,2023,6,0,6,6,1,5,0
3534104,2024,0,0,0,0,0,5,0
3534104,2025,0,0,5,0,0,4,0
3534203,2023,0,0,5,0,0,7,0
3534203,2024,4,0,2,4,0,1,3
3534203,2025,2,0,1,2,1,3,0
3534302,2023,27,22,91,49,22,47,75
3534302,2024,25,13,69,38,16,46,30
3534302,2025,20,5,35,25,5,45,2
3534401,2023,2618,853,6026,3471,1259,2580,5317
3534401,2024,2401,670,5161,3071,1274,2219,3033
3534401,2025,2257,598,3771,2855,1259,2219,2555
3534500,2023,0,0,0,0,0,2,0
3534500,2025,0,0,0,0,0,2,0
3534609,2023,4,0,11,4,1,42,0
3534609,2024,2,0,14,2,1,28,5
3534609,2025,0,0,7,0,0,15,2
3534708,2023,26,69,293,95,9,200,53
3534708,2024,50,2,160,52,33,225,35
3534708,2025,25,7,158,32,9,199,36
3534757,2023,4,4,4,8,0,10,0
3534757,2024,0,2,8,2,0,13,2
3534757,2025,3,0,25,3,0,13,0
3534807,2023,0,0,10,0,0,7,0
3534807,2024,0,0,2,0,0,2,0
3534807,2025,0,0,2,0,0,6,0
3534906,2023,1,0,2,1,0,9,3
3534906,2024,8,0,6,8,8,11,0
3534906,2025,0,8,6,8,0,3,0
3535002,2023,2,0,0,2,1,6,0
3535002,2024,8,0,7,8,7,3,0
3535002,2025,2,0,15,2,1,10,0
3535101,2023,4,0,5,4,1,6,0
3535101,2024,4,0,9,4,3,5,0
3535101,2025,1,0,6,1,1,3,4
3535200,2023,2,0,7,2,1,4,4
3535200,2024,2,0,7,2,0,5,0
3535200,2025,2,0,4,2,1,9,0
3535309,2023,3,3,40,6,2,51,5
3535309,2024,4,6,34,10,2,28,2
3535309,2025,5,1,3,6,3,28,1
3535408,2023,0,0,11,0,0,38,2
3535408,2024,1,0,10,1,0,37,1
3535408,2025,4,0,9,4,0,43,1
3535507,2023,7,0,28,7,4,69,4
3535507,2024,9,0,15,9,6,29,1
3535507,2025,18,0,30,18,4,62,2
3535606,2023,8,0,16,8,1,21,9
3535606,2024,10,0,8,10,3,22,1
3535606,2025,10,0,11,10,4,19,2
3535705,2023,1,1,10,2,1,1,2
3535705,2024,1,0,1,1,0,0,0
3535705,2025,1,0,4,1,0,0,3
3535804,2023,7,0,2,7,4,15,0
3535804,2024,4,0,18,4,3,42,0
3535804,2025,7,0,19,7,4,33,3
3535903,2023,9,0,2,9,0,3,0
3535903,2024,2,0,1,2,2,3,0
3535903,2025,2,0,5,2,1,3,0
3536000,2023,1,4,3,5,0,27,2
3536000,2024,1,6,10,7,1,6,11
3536000,2025,1,3,8,4,1,15,6
3536109,2023,1,6,8,7,0,8,0
3536109,2024,2,3,7,5,2,14,3
3536109,2025,2,8,12,10,1,13,7
3536208,2023,9,3,6,12,6,15,9
3536208,2024,2,0,12,2,1,30,15
3536208,2025,8,1,10,9,4,28,21
3536257,2023,1,0,0,1,1,7,1
3536257,2024,0,0,0,0,0,9,0
3536257,2025,3,0,3,3,3,1,0
3536307,2023,5,1,6,6,2,31,6
3536307,2024,10,3,20,13,2,56,11
3536307,2025,10,1,9,11,2,28,2
3536406,2023,0,0,1,0,0,8,0
3536406,2024,1,0,1,1,0,1,0
3536406,2025,0,0,9,0,0,3,0
3536505,2023,145,168,373,313,87,232,231
3536505,2024,199,46,310,245,64,209,134
3536505,2025,121,24,264,145,68,282,46
3536570,2023,0,0,0,0,0,1,0
3536570,2024,1,0,9,1,0,2,0
3536604,2023,0,0,2,0,0,2,0
3536604,2024,2,0,2,2,0,4,0
3536604,2025,1,0,0,1,0,3,0
3536703,2023,33,7,98,40,18,114,27
3536703,2024,22,6,100,28,11,91,14
3536703,2025,28,9,62,37,20,55,13
3536802,2023,2,3,1,5,0,2,13
3536802,2024,5,0,5,5,1,41,0
3536802,2025,0,0,2,0,0,1,0
3536901,2023,0,0,0,0,0,2,0
3536901,2025,0,0,0,0,0,2,0
3537008,2023,13,10,29,23,0,30,13
3537008,2024,1,7,50,8,1,39,24
3537008,2025,23,20,30,43,2,29,6
3537107,2023,31,20,36,51,28,38,48
3537107,2024,37,13,44,50,25,161,20
3537107,2025,28,5,45,33,11,50,13
3537156,2023,1,0,2,1,0,0,0
3537156,2024,0,0,0,0,0,2,0
3537156,2025,1,0,0,1,0,0,0
3537206,2023,7,0,5,7,1,14,3
3537206,2024,1,1,13,2,0,15,9
3537206,2025,4,0,38,4,3,10,0
3537305,2023,38,6,116,44,29,81,17
3537305,2024,16,1,49,17,13,86,3
3537305,2025,12,2,81,14,6,134,6
3537404,2023,13,1,17,14,8,27,7
3537404,2024,2,0,16,2,0,35,0
3537404,2025,7,0,61,7,3,35,14
3537503,2023,8,0,10,8,5,10,7
3537503,2024,6,6,15,12,4,6,7
3537503,2025,7,0,11,7,3,10,3
3537602,2023,94,113,415,207,135,246,595
3537602,2024,98,97,225,195,114,247,287
3537602,2025,109,33,378,142,79,245,177
3537701,2023,0,0,0,0,0,4,2
3537701,2024,0,1,3,1,0,1,6
3537701,2025,1,0,1,1,1,8,0
3537800,2023,25,10,47,35,23,49,18
3537800,2024,31,5,62,36,16,46,29
3537800,2025,20,18,70,38,21,46,24
3537909,2023,14,5,17,19,3,39,9
3537909,2024,17,1,11,18,9,18,1
3537909,2025,10,2,11,12,5,20,0
3538006,2023,78,54,244,132,31,249,215
3538006,2024,93,52,174,145,43,191,147
3538006,2025,132,54,178,186,103,229,158
3538105,2023,4,0,25,4,0,18,0
3538105,2024,3,0,8,3,2,9,3
3538105,2025,3,6,19,9,0,15,0
3538204,2023,5,8,17,13,3,9,11
3538204,2024,6,2,10,8,4,7,1
3538204,2025,2,0,7,2,1,9,1
3538303,2023,0,0,0,0,0,1,0
3538303,2024,0,0,0,0,0,6,0
3538501,2023,1,4,19,5,1,17,6
3538501,2024,3,0,9,3,1,17,2
3538501,2025,2,1,16,3,2,28,2
3538600,2023,8,12,21,20,4,30,21
3538600,2024,4,11,20,15,6,17,13
3538600,2025,8,2,17,10,5,36,11
3538709,2023,412,173,865,585,193,792,450
3538709,2024,662,151,588,813,299,716,264
3538709,2025,521,92,489,613,197,680,247
3538808,2023,4,4,6,8,3,14,8
3538808,2024,12,2,24,14,3,42,3
3538808,2025,18,0,13,18,11,29,7
3538907,2023,7,0,14,7,4,17,2
3538907,2024,11,0,15,11,11,42,2
3538907,2025,6,6,13,12,4,24,16
3539004,2023,7,9,15,16,4,17,21
3539004,2024,4,0,10,4,1,16,3
3539004,2025,8,0,14,8,0,10,0
3539103,2023,11,15,40,26,6,12,38
3539103,2024,7,37,30,44,4,16,32
3539103,2025,10,1,13,11,6,11,20
3539202,2023,4,0,32,4,1,44,0
3539202,2024,2,0,17,2,1,20,4
3539202,2025,13,0,7,13,7,33,0
3539301,2023,72,25,214,97,30,121,52
3539301,2024,48,23,98,71,12,108,30
3539301,2025,43,16,113,59,19,107,44
3539400,2023,3,0,22,3,2,35,1
3539400,2024,9,0,17,9,8,32,5
3539400,2025,10,0,38,10,1,9,3
3539509,2023,27,3,38,30,15,57,29
3539509,2024,20,7,57,27,12,36,19
3539509,2025,16,3,33,19,11,42,21
3539608,2023,2,0,4,2,0,4,4
3539608,2024,1,4,12,5,0,5,6
3539608,2025,6,1,4,7,0,7,2
3539707,2024,1,0,6,1,0,2,0
3539707,2025,1,0,7,1,1,1,0
3539806,2023,225,234,665,459,107,235,1002
3539806,2024,258,179,544,437,147,262,868
3539806,2025,258,136,404,394,92,279,605
3539905,2023,0,0,0,0,0,8,0
3539905,2024,3,0,2,3,3,2,0
3539905,2025,3,0,5,3,1,3,0
3540002,2023,6,0,4,6,6,15,0
3540002,2024,5,0,6,5,4,22,3
3540002,2025,6,0,4,6,4,5,0
3540101,2023,0,0,17,0,0,6,0
3540101,2024,0,0,8,0,0,8,0
3540101,2025,0,0,7,0,0,2,0
