codigo_ibge,ano,mes,natureza,ocorrencias
3500105,2022,1,FURTO - OUTROS,22
3500105,2022,1,FURTO DE VEICULO,1
3500105,2022,1,LESAO CORPORAL CULPOSA POR ACIDENTE DE TRANSITO,4
3500105,2022,1,LESAO CORPORAL DOLOSA,8
3500105,2022,1,TRAFICO DE ENTORPECENTES,5
3500105,2022,2,FURTO - OUTROS,13
3500105,2022,2,FURTO DE VEICULO,1
3500105,2022,2,LESAO CORPORAL CULPOSA OUTRAS,1
3500105,2022,2,LESAO CORPORAL CULPOSA POR ACIDENTE DE TRANSITO,11
3500105,2022,2,LESAO CORPORAL DOLOSA,10
3500105,2022,2,ROUBO DE VEICULO,1
3500105,2022,2,TRAFICO DE ENTORPECENTES,6
3500105,2022,3,FURTO - OUTROS,17
3500105,2022,3,LESAO CORPORAL CULPOSA POR ACIDENTE DE TRANSITO,16
3500105,2022,3,LESAO CORPORAL DOLOSA,9
3500105,2022,3,TRAFICO DE ENTORPECENTES,6
3500105,2022,4,FURTO - OUTROS,21
3500105,2022,4,HOMICIDIO CULPOSO POR ACIDENTE DE TRANSITO,1
3500105,2022,4,LESAO CORPORAL CULPOSA OUTRAS,1
3500105,2022,4,LESAO CORPORAL CULPOSA POR ACIDENTE DE TRANSITO,17
3500105,2022,4,LESAO CORPORAL DOLOSA,13
3500105,2022,4,ROUBO - OUTROS,2
3500105,2022,4,TRAFICO DE ENTORPECENTES,1
3500105,2022,5,FURTO - OUTROS,27
3500105,2022,5,LESAO CORPORAL CULPOSA OUTRAS,2
3500105,2022,5,LESAO CORPORAL CULPOSA POR ACIDENTE DE TRANSITO,11
3500105,2022,5,LESAO CORPORAL DOLOSA,8
3500105,2022,5,ROUBO - OUTROS,1
3500105,2022,5,TRAFICO DE ENTORPECENTES,3
3500105,2022,6,FURTO - OUTROS,25
3500105,2022,6,FURTO DE VEICULO,1
3500105,2022,6,LESAO CORPORAL CULPOSA POR ACIDENTE DE TRANSITO,10
3500105,2022,6,LESAO CORPORAL DOLOSA,7
3500105,2022,6,TRAFICO DE ENTORPECENTES,2
3500105,2022,7,ESTUPRO DE VULNERAVEL,1
3500105,2022,7,FURTO - OUTROS,13
3500105,2022,7,LESAO CORPORAL CULPOSA OUTRAS,1
3500105,2022,7,LESAO CORPORAL CULPOSA POR ACIDENTE DE TRANSITO,20
3500105,2022,7,LESAO CORPORAL DOLOSA,8
3500105,2022,7,ROUBO - OUTROS,1
3500105,2022,7,TRAFICO DE ENTORPECENTES,3
3500105,2022,8,FURTO - OUTROS,15
3500105,2022,8,LESAO CORPORAL CULPOSA OUTRAS,2
3500105,2022,8,LESAO CORPORAL CULPOSA POR ACIDENTE DE TRANSITO,8
3500105,2022,8,LESAO CORPORAL DOLOSA,10
3500105,2022,8,TRAFICO DE ENTORPECENTES,2
3500105,2022,9,ESTUPRO DE VULNERAVEL,2
3500105,2022,9,FURTO - OUTROS,21
3500105,2022,9,HOMICIDIO CULPOSO POR ACIDENTE DE TRANSITO,2
3500105,2022,9,HOMICIDIO DOLOSO,1
3500105,2022,9,LESAO CORPORAL CULPOSA OUTRAS,2
3500105,2022,9,LESAO CORPORAL CULPOSA POR ACIDENTE DE TRANSITO,11
3500105,2022,9,LESAO CORPORAL DOLOSA,13
3500105,2022,9,TRAFICO DE ENTORPECENTES,1
3500105,2022,10,ESTUPRO DE VULNERAVEL,1
3500105,2022,10,FURTO - OUTROS,21
3500105,2022,10,LESAO CORPORAL CULPOSA OUTRAS,2
3500105,2022,10,LESAO CORPORAL CULPOSA POR ACIDENTE DE TRANSITO,7
3500105,2022,10,LESAO CORPORAL DOLOSA,12
3500105,2022,10,ROUBO - OUTROS,1
3500105,2022,10,TENTATIVA DE HOMICIDIO,1
3500105,2022,10,TRAFICO DE ENTORPECENTES,1
3500105,2022,11,FURTO - OUTROS,11
3500105,2022,11,LESAO CORPORAL CULPOSA POR ACIDENTE DE TRANSITO,14
3500105,2022,11,LESAO CORPORAL DOLOSA,19
3500105,2022,11,ROUBO - OUTROS,1
3500105,2022,12,FURTO - OUTROS,13
3500105,2022,12,LESAO CORPORAL CULPOSA OUTRAS,3
3500105,2022,12,LESAO CORPORAL CULPOSA POR ACIDENTE DE TRANSITO,21
3500105,2022,12,LESAO CORPORAL DOLOSA,20
3500105,2022,12,TENTATIVA DE HOMICIDIO,1
3500105,2022,12,TRAFICO DE ENTORPECENTES,3
3500105,2023,1,ESTUPRO,1
3500105,2023,1,FURTO - OUTROS,25
3500105,2023,1,LESAO CORPORAL CULPOSA POR ACIDENTE DE TRANSITO,4
3500105,2023,1,LESAO CORPORAL DOLOSA,14
3500105,2023,1,PORTE DE ENTORPECENTES,3
3500105,2023,1,TRAFICO DE ENTORPECENTES,2
3500105,2023,2,FURTO - OUTROS,13
3500105,2023,2,LESAO CORPORAL CULPOSA POR ACIDENTE DE TRANSITO,12
3500105,2023,2,LESAO CORPORAL DOLOSA,9
3500105,2023,2,PORTE DE ENTORPECENTES,1
3500105,2023,2,TRAFICO DE ENTORPECENTES,3
3500105,2023,3,APREENSAO DE ENTORPECENTES,1
3500105,2023,3,ESTUPRO,1
3500105,2023,3,ESTUPRO DE VULNERAVEL,1
3500105,2023,3,FURTO - OUTROS,20
3500105,2023,3,FURTO DE VEICULO,2
3500105,2023,3,LESAO CORPORAL CULPOSA - OUTRAS,1
3500105,2023,3,LESAO CORPORAL CULPOSA POR ACIDENTE DE TRANSITO,14
3500105,2023,3,LESAO CORPORAL DOLOSA,9
3500105,2023,3,PORTE DE ENTORPECENTES,4
3500105,2023,3,TRAFICO DE ENTORPECENTES,5
3500105,2023,4,FURTO - OUTROS,8
3500105,2023,4,FURTO DE VEICULO,2
3500105,2023,4,LESAO CORPORAL CULPOSA POR ACIDENTE DE TRANSITO,14
3500105,2023,4,LESAO CORPORAL DOLOSA,12
3500105,2023,4,PORTE DE ENTORPECENTES,6
3500105,2023,4,ROUBO - OUTROS,1
3500105,2023,4,TRAFICO DE ENTORPECENTES,2
3500105,2023,5,FURTO - OUTROS,14
3500105,2023,5,HOMICIDIO DOLOSO,1
3500105,2023,5,LESAO CORPORAL CULPOSA - OUTRAS,1
3500105,2023,5,LESAO CORPORAL CULPOSA POR ACIDENTE DE TRANSITO,7
3500105,2023,5,LESAO CORPORAL DOLOSA,22
3500105,2023,5,PORTE DE ARMA,2
3500105,2023,5,PORTE DE ENTORPECENTES,10
3500105,2023,5,ROUBO - OUTROS,2
3500105,2023,5,TRAFICO DE ENTORPECENTES,2
3500105,2023,6,ESTUPRO DE VULNERAVEL,1
3500105,2023,6,FURTO - OUTROS,9
3500105,2023,6,FURTO DE VEICULO,2
3500105,2023,6,LESAO CORPORAL CULPOSA - OUTRAS,1
3500105,2023,6,LESAO CORPORAL CULPOSA POR ACIDENTE DE TRANSITO,18
3500105,2023,6,LESAO CORPORAL DOLOSA,9
3500105,2023,6,PORTE DE ENTORPECENTES,3
3500105,2023,6,TRAFICO DE ENTORPECENTES,2
3500105,2023,7,FURTO - OUTROS,8
3500105,2023,7,LESAO CORPORAL CULPOSA POR ACIDENTE DE TRANSITO,5
3500105,2023,7,LESAO CORPORAL DOLOSA,12
3500105,2023,7,PORTE DE ENTORPECENTES,1
3500105,2023,8,ESTUPRO DE VULNERAVEL,1
3500105,2023,8,FURTO - OUTROS,15
3500105,2023,8,LESAO CORPORAL CULPOSA POR ACIDENTE DE TRANSITO,15
3500105,2023,8,LESAO CORPORAL DOLOSA,9
3500105,2023,8,PORTE DE ENTORPECENTES,2
3500105,2023,8,TRAFICO DE ENTORPECENTES,1
3500105,2023,9,FURTO - OUTROS,20
3500105,2023,9,FURTO DE VEICULO,2
3500105,2023,9,HOMICIDIO DOLOSO,1
3500105,2023,9,LESAO CORPORAL CULPOSA POR ACIDENTE DE TRANSITO,21
3500105,2023,9,LESAO CORPORAL DOLOSA,9
3500105,2023,9,PORTE DE ENTORPECENTES,4
3500105,2023,9,ROUBO - OUTROS,1
3500105,2023,9,TRAFICO DE ENTORPECENTES,2
3500105,2023,10,ESTUPRO,1
3500105,2023,10,ESTUPRO DE VULNERAVEL,2
3500105,2023,10,FURTO - OUTROS,24
3500105,2023,10,LESAO CORPORAL CULPOSA - OUTRAS,1
3500105,2023,10,LESAO CORPORAL CULPOSA POR ACIDENTE DE TRANSITO,12
3500105,2023,10,LESAO CORPORAL DOLOSA,19
3500105,2023,10,PORTE DE ARMA,1
3500105,2023,10,PORTE DE ENTORPECENTES,2
3500105,2023,10,TRAFICO DE ENTORPECENTES,1
3500105,2023,11,ESTUPRO,1
3500105,2023,11,FURTO - OUTROS,24
3500105,2023,11,LESAO CORPORAL CULPOSA - OUTRAS,1
3500105,2023,11,LESAO CORPORAL CULPOSA POR ACIDENTE DE TRANSITO,13
3500105,2023,11,LESAO CORPORAL DOLOSA,17
3500105,2023,11,PORTE DE ENTORPECENTES,5
3500105,2023,11,TENTATIVA DE HOMICIDIO,2
3500105,2023,11,TRAFICO DE ENTORPECENTES,4
3500105,2023,12,ESTUPRO DE VULNERAVEL,1
3500105,2023,12,FURTO - OUTROS,9
3500105,2023,12,FURTO DE VEICULO,1
3500105,2023,12,LESAO CORPORAL CULPOSA - OUTRAS,1
3500105,2023,12,LESAO CORPORAL CULPOSA POR ACIDENTE DE TRANSITO,9
3500105,2023,12,LESAO CORPORAL DOLOSA,13
3500105,2023,12,PORTE DE ARMA,1
3500105,2023,12,PORTE DE ENTORPECENTES,3
3500105,2024,1,FURTO - OUTROS,18
3500105,2024,1,LESAO CORPORAL CULPOSA - OUTRAS,1
3500105,2024,1,LESAO CORPORAL CULPOSA POR ACIDENTE DE TRANSITO,16
3500105,2024,1,LESAO CORPORAL DOLOSA,16
3500105,2024,1,PORTE DE ENTORPECENTES,5
3500105,2024,1,TRAFICO DE ENTORPECENTES,5
3500105,2024,2,ESTUPRO DE VULNERAVEL,1
3500105,2024,2,FURTO - OUTROS,22
3500105,2024,2,HOMICIDIO DOLOSO,1
3500105,2024,2,LESAO CORPORAL CULPOSA POR ACIDENTE DE TRANSITO,7
3500105,2024,2,LESAO CORPORAL DOLOSA,12
3500105,2024,2,PORTE DE ENTORPECENTES,5
3500105,2024,2,TRAFICO DE ENTORPECENTES,3
3500105,2024,3,ESTUPRO DE VULNERAVEL,1
3500105,2024,3,FURTO - OUTROS,20
3500105,2024,3,LESAO CORPORAL CULPOSA POR ACIDENTE DE TRANSITO,12
3500105,2024,3,LESAO CORPORAL DOLOSA,15
3500105,2024,3,PORTE DE ENTORPECENTES,4
3500105,2024,3,TENTATIVA DE HOMICIDIO,1
3500105,2024,4,ESTUPRO,1
3500105,2024,4,FURTO - OUTROS,24
3500105,2024,4,FURTO DE VEICULO,2
3500105,2024,4,HOMICIDIO CULPOSO POR ACIDENTE DE TRANSITO,1
3500105,2024,4,LESAO CORPORAL CULPOSA POR ACIDENTE DE TRANSITO,15
3500105,2024,4,LESAO CORPORAL DOLOSA,21
3500105,2024,4,PORTE DE ENTORPECENTES,7
3500105,2024,4,TRAFICO DE ENTORPECENTES,4
3500105,2024,5,ESTUPRO DE VULNERAVEL,3
3500105,2024,5,FURTO - OUTROS,23
3500105,2024,5,LESAO CORPORAL CULPOSA POR ACIDENTE DE TRANSITO,20
3500105,2024,5,LESAO CORPORAL DOLOSA,15
3500105,2024,5,PORTE DE ARMA,1
3500105,2024,5,PORTE DE ENTORPECENTES,2
3500105,2024,5,TRAFICO DE ENTORPECENTES,4
3500105,2024,6,FURTO - OUTROS,14
3500105,2024,6,LESAO CORPORAL CULPOSA POR ACIDENTE DE TRANSITO,9
3500105,2024,6,LESAO CORPORAL DOLOSA,10
3500105,2024,6,PORTE DE ENTORPECENTES,1
3500105,2024,6,ROUBO - OUTROS,1
3500105,2024,6,TRAFICO DE ENTORPECENTES,4
3500105,2024,7,FURTO - OUTROS,17
3500105,2024,7,HOMICIDIO CULPOSO POR ACIDENTE DE TRANSITO,1
3500105,2024,7,LESAO CORPORAL CULPOSA POR ACIDENTE DE TRANSITO,13
3500105,2024,7,LESAO CORPORAL DOLOSA,13
3500105,2024,7,PORTE DE ENTORPECENTES,2
3500105,2024,7,TRAFICO DE ENTORPECENTES,7
3500105,2024,8,FURTO - OUTROS,19
3500105,2024,8,FURTO DE VEICULO,1
3500105,2024,8,LESAO CORPORAL CULPOSA POR ACIDENTE DE TRANSITO,6
3500105,2024,8,LESAO CORPORAL DOLOSA,11
3500105,2024,8,PORTE DE ENTORPECENTES,6
3500105,2024,8,TRAFICO DE ENTORPECENTES,3
3500105,2024,9,APREENSAO DE ENTORPECENTES,1
3500105,2024,9,FURTO - OUTROS,15
3500105,2024,9,FURTO DE VEICULO,1
3500105,2024,9,HOMICIDIO CULPOSO POR ACIDENTE DE TRANSITO,1
3500105,2024,9,LESAO CORPORAL CULPOSA POR ACIDENTE DE TRANSITO,9
3500105,2024,9,LESAO CORPORAL DOLOSA,20
3500105,2024,9,PORTE DE ENTORPECENTES,3
3500105,2024,9,TRAFICO DE ENTORPECENTES,5
3500105,2024,10,FURTO - OUTROS,15
3500105,2024,10,LESAO CORPORAL CULPOSA POR ACIDENTE DE TRANSITO,9
3500105,2024,10,LESAO CORPORAL DOLOSA,16
3500105,2024,10,PORTE DE ENTORPECENTES,1
3500105,2024,11,ESTUPRO DE VULNERAVEL,1
3500105,2024,11,FURTO - OUTROS,9
3500105,2024,11,LESAO CORPORAL CULPOSA POR ACIDENTE DE TRANSITO,7
3500105,2024,11,LESAO CORPORAL DOLOSA,21
3500105,2024,11,PORTE DE ARMA,2
3500105,2024,11,PORTE DE ENTORPECENTES,4
3500105,2024,11,TRAFICO DE ENTORPECENTES,5
3500105,2024,12,FURTO - OUTROS,11
3500105,2024,12,FURTO DE VEICULO,2
3500105,2024,12,HOMICIDIO CULPOSO POR ACIDENTE DE TRANSITO,1
3500105,2024,12,LESAO CORPORAL CULPOSA POR ACIDENTE DE TRANSITO,14
3500105,2024,12,LESAO CORPORAL DOLOSA,13
3500105,2024,12,PORTE DE ENTORPECENTES,5
3500105,2024,12,TRAFICO DE ENTORPECENTES,1
3500105,2025,1,ESTUPRO DE VULNERAVEL,1
3500105,2025,1,FURTO - OUTROS,17
3500105,2025,1,HOMICIDIO DOLOSO,2
3500105,2025,1,LESAO CORPORAL CULPOSA POR ACIDENTE DE TRANSITO,8
3500105,2025,1,LESAO CORPORAL DOLOSA,14
3500105,2025,1,PORTE DE ENTORPECENTES,2
3500105,2025,1,TRAFICO DE ENTORPECENTES,3
3500105,2025,2,APREENSAO DE ENTORPECENTES,1
3500105,2025,2,FURTO - OUTROS,13
3500105,2025,2,LESAO CORPORAL CULPOSA POR ACIDENTE DE TRANSITO,11
3500105,2025,2,LESAO CORPORAL DOLOSA,10
3500105,2025,2,PORTE DE ENTORPECENTES,2
3500105,2025,2,TRAFICO DE ENTORPECENTES,3
3500105,2025,3,ESTUPRO,2
3500105,2025,3,FURTO - OUTROS,27
3500105,2025,3,LESAO CORPORAL CULPOSA - OUTRAS,1
3500105,2025,3,LESAO CORPORAL CULPOSA POR ACIDENTE DE TRANSITO,24
3500105,2025,3,LESAO CORPORAL DOLOSA,10
3500105,2025,3,PORTE DE ARMA,1
3500105,2025,3,PORTE DE ENTORPECENTES,1
3500105,2025,3,TRAFICO DE ENTORPECENTES,1
3500105,2025,4,ESTUPRO DE VULNERAVEL,1
3500105,2025,4,FURTO - OUTROS,18
3500105,2025,4,LESAO CORPORAL CULPOSA POR ACIDENTE DE TRANSITO,12
3500105,2025,4,LESAO CORPORAL DOLOSA,10
3500105,2025,4,PORTE DE ARMA,1
3500105,2025,4,PORTE DE ENTORPECENTES,3
3500105,2025,4,TENTATIVA DE HOMICIDIO,1
3500105,2025,4,TRAFICO DE ENTORPECENTES,1
3500105,2025,5,FURTO - OUTROS,17
3500105,2025,5,FURTO DE VEICULO,1
3500105,2025,5,LESAO CORPORAL CULPOSA POR ACIDENTE DE TRANSITO,18
3500105,2025,5,LESAO CORPORAL DOLOSA,14
3500105,2025,5,PORTE DE ENTORPECENTES,1
3500105,2025,5,ROUBO - OUTROS,1
3500105,2025,5,TRAFICO DE ENTORPECENTES,1
3500105,2025,6,FURTO - OUTROS,11
3500105,2025,6,FURTO DE VEICULO,1
3500105,2025,6,HOMICIDIO CULPOSO POR ACIDENTE DE TRANSITO,1
3500105,2025,6,LESAO CORPORAL CULPOSA - OUTRAS,3
3500105,2025,6,LESAO CORPORAL CULPOSA POR ACIDENTE DE TRANSITO,15
3500105,2025,6,LESAO CORPORAL DOLOSA,11
3500105,2025,6,PORTE DE ENTORPECENTES,4
3500105,2025,6,TRAFICO DE ENTORPECENTES,2
3500105,2025,7,FURTO - OUTROS,26
3500105,2025,7,FURTO DE VEICULO,1
3500105,2025,7,LESAO CORPORAL CULPOSA - OUTRAS,1
3500105,2025,7,LESAO CORPORAL CULPOSA POR ACIDENTE DE TRANSITO,14
3500105,2025,7,LESAO CORPORAL DOLOSA,7
3500105,2025,7,PORTE DE ENTORPECENTES,2
3500105,2025,7,ROUBO - OUTROS,2
3500105,2025,7,TRAFICO DE ENTORPECENTES,5
3500105,2025,8,ESTUPRO DE VULNERAVEL,2
3500105,2025,8,FURTO - OUTROS,12
3500105,2025,8,FURTO DE VEICULO,1
3500105,2025,8,HOMICIDIO CULPOSO POR ACIDENTE DE TRANSITO,1
3500105,2025,8,LESAO CORPORAL CULPOSA POR ACIDENTE DE TRANSITO,14
3500105,2025,8,LESAO CORPORAL DOLOSA,18
3500105,2025,8,PORTE DE ENTORPECENTES,6
3500105,2025,8,ROUBO - OUTROS,1
3500105,2025,8,TRAFICO DE ENTORPECENTES,4
3500105,2025,9,FURTO - OUTROS,17
3500105,2025,9,FURTO DE VEICULO,1
3500105,2025,9,LESAO CORPORAL CULPOSA - OUTRAS,2
3500105,2025,9,LESAO CORPORAL CULPOSA POR ACIDENTE DE TRANSITO,22
3500105,2025,9,LESAO CORPORAL DOLOSA,11
3500105,2025,9,PORTE DE ENTORPECENTES,9
3500105,2025,9,ROUBO - OUTROS,1
3500105,2025,9,TRAFICO DE ENTORPECENTES,2
3500105,2025,10,APREENSAO DE ENTORPECENTES,2
3500105,2025,10,FURTO - OUTROS,17
3500105,2025,10,LESAO CORPORAL CULPOSA - OUTRAS,1
3500105,2025,10,LESAO CORPORAL CULPOSA POR ACIDENTE DE TRANSITO,18
3500105,2025,10,LESAO CORPORAL DOLOSA,8
3500105,2025,10,PORTE DE ENTORPECENTES,1
3500105,2025,10,TRAFICO DE ENTORPECENTES,2
3500105,2025,11,ESTUPRO,1
3500105,2025,11,ESTUPRO DE VULNERAVEL,2
3500105,2025,11,FURTO - OUTROS,12
3500105,2025,11,LESAO CORPORAL CULPOSA POR ACIDENTE DE TRANSITO,14
3500105,2025,11,LESAO CORPORAL DOLOSA,16
3500105,2025,11,PORTE DE ARMA,1
3500105,2025,11,PORTE DE ENTORPECENTES,6
3500105,2025,11,TRAFICO DE ENTORPECENTES,8
3500105,2025,12,ESTUPRO DE VULNERAVEL,1
3500105,2025,12,FURTO - OUTROS,21
3500105,2025,12,HOMICIDIO CULPOSO POR ACIDENTE DE TRANSITO,1
3500105,2025,12,LESAO CORPORAL CULPOSA - OUTRAS,2
3500105,2025,12,LESAO CORPORAL CULPOSA POR ACIDENTE DE TRANSITO,12
3500105,2025,12,LESAO CORPORAL DOLOSA,14
3500105,2025,12,PORTE DE ENTORPECENTES,3
3500105,2025,12,TRAFICO DE ENTORPECENTES,3
3500204,2022,1,FURTO - OUTROS,4
3500204,2022,1,HOMICIDIO DOLOSO,1
3500204,2022,1,LESAO CORPORAL DOLOSA,2
3500204,2022,1,TRAFICO DE ENTORPECENTES,1
3500204,2022,2,FURTO - OUTROS,6
3500204,2022,2,HOMICIDIO CULPOSO POR ACIDENTE DE TRANSITO,1
3500204,2022,2,LESAO CORPORAL DOLOSA,3
3500204,2022,3,ESTUPRO DE VULNERAVEL,1
3500204,2022,3,FURTO - OUTROS,9
3500204,2022,3,TRAFICO DE ENTORPECENTES,1
3500204,2022,4,FURTO - OUTROS,1
3500204,2022,4,HOMICIDIO DOLOSO,1
3500204,2022,4,LESAO CORPORAL CULPOSA POR ACIDENTE DE TRANSITO,1
3500204,2022,4,LESAO CORPORAL DOLOSA,3
3500204,2022,5,FURTO - OUTROS,3
3500204,2022,5,FURTO DE VEICULO,1
3500204,2022,5,LESAO CORPORAL DOLOSA,2
3500204,2022,5,TRAFICO DE ENTORPECENTES,4
3500204,2022,6,FURTO - OUTROS,3
3500204,2022,6,FURTO DE VEICULO,1
3500204,2022,6,LESAO CORPORAL DOLOSA,2
3500204,2022,6,TRAFICO DE ENTORPECENTES,2
3500204,2022,7,FURTO - OUTROS,7
3500204,2022,7,LESAO CORPORAL DOLOSA,2
3500204,2022,8,ESTUPRO DE VULNERAVEL,1
3500204,2022,8,FURTO - OUTROS,1
3500204,2022,8,TRAFICO DE ENTORPECENTES,3
3500204,2022,9,FURTO - OUTROS,1
3500204,2022,9,LESAO CORPORAL DOLOSA,2
3500204,2022,10,FURTO - OUTROS,1
3500204,2022,10,FURTO DE VEICULO,1
3500204,2022,10,LESAO CORPORAL CULPOSA OUTRAS,1
3500204,2022,10,LESAO CORPORAL DOLOSA,1
3500204,2022,11,ESTUPRO DE VULNERAVEL,1
3500204,2022,11,FURTO - OUTROS,2
3500204,2022,11,FURTO DE VEICULO,1
3500204,2022,11,LESAO CORPORAL DOLOSA,5
3500204,2022,12,FURTO - OUTROS,2
3500204,2022,12,LESAO CORPORAL DOLOSA,2
3500204,2022,12,TRAFICO DE ENTORPECENTES,2
3500204,2023,1,FURTO - OUTROS,1
3500204,2023,1,LESAO CORPORAL CULPOSA POR ACIDENTE DE TRANSITO,1
3500204,2023,1,LESAO CORPORAL DOLOSA,2
3500204,2023,1,TRAFICO DE ENTORPECENTES,1
3500204,2023,2,FURTO - OUTROS,2
3500204,2023,2,LESAO CORPORAL DOLOSA,1
3500204,2023,2,TRAFICO DE ENTORPECENTES,4
3500204,2023,3,FURTO - OUTROS,2
3500204,2023,3,LESAO CORPORAL CULPOSA POR ACIDENTE DE TRANSITO,1
3500204,2023,3,LESAO CORPORAL DOLOSA,4
3500204,2023,4,HOMICIDIO DOLOSO,1
3500204,2023,4,LESAO CORPORAL DOLOSA,2
3500204,2023,4,TRAFICO DE ENTORPECENTES,1
3500204,2023,5,FURTO - OUTROS,2
3500204,2023,5,LESAO CORPORAL CULPOSA POR ACIDENTE DE TRANSITO,1
3500204,2023,5,LESAO CORPORAL DOLOSA,4
3500204,2023,6,FURTO - OUTROS,1
3500204,2023,6,LESAO CORPORAL DOLOSA,3
3500204,2023,7,ESTUPRO DE VULNERAVEL,1
3500204,2023,7,LESAO CORPORAL CULPOSA POR ACIDENTE DE TRANSITO,1
3500204,2023,7,LESAO CORPORAL DOLOSA,1
3500204,2023,8,ESTUPRO DE VULNERAVEL,1
3500204,2023,8,FURTO - OUTROS,5
3500204,2023,8,LESAO CORPORAL DOLOSA,2
3500204,2023,8,PORTE DE ARMA,1
3500204,2023,8,PORTE DE ENTORPECENTES,1
3500204,2023,8,TRAFICO DE ENTORPECENTES,1
3500204,2023,9,ESTUPRO DE VULNERAVEL,1
3500204,2023,9,FURTO - OUTROS,2
3500204,2023,9,LESAO CORPORAL CULPOSA POR ACIDENTE DE TRANSITO,2
3500204,2023,9,LESAO CORPORAL DOLOSA,2
3500204,2023,9,TRAFICO DE ENTORPECENTES,2
3500204,2023,10,FURTO - OUTROS,2
3500204,2023,10,FURTO DE VEICULO,3
3500204,2023,10,LESAO CORPORAL CULPOSA POR ACIDENTE DE TRANSITO,1
3500204,2023,10,LESAO CORPORAL DOLOSA,2
3500204,2023,11,FURTO DE VEICULO,1
3500204,2023,11,LESAO CORPORAL DOLOSA,1
3500204,2023,12,FURTO - OUTROS,2
3500204,2023,12,FURTO DE VEICULO,1
3500204,2023,12,LESAO CORPORAL DOLOSA,2
3500204,2024,1,FURTO - OUTROS,6
3500204,2024,1,LESAO CORPORAL DOLOSA,1
3500204,2024,2,FURTO - OUTROS,1
3500204,2024,2,FURTO DE VEICULO,1
3500204,2024,2,LESAO CORPORAL DOLOSA,2
3500204,2024,3,FURTO - OUTROS,7
3500204,2024,3,FURTO DE VEICULO,2
3500204,2024,3,LESAO CORPORAL CULPOSA POR ACIDENTE DE TRANSITO,1
3500204,2024,3,LESAO CORPORAL DOLOSA,1
3500204,2024,3,TRAFICO DE ENTORPECENTES,1
3500204,2024,4,FURTO - OUTROS,3
3500204,2024,4,LESAO CORPORAL CULPOSA POR ACIDENTE DE TRANSITO,1
3500204,2024,4,LESAO CORPORAL DOLOSA,1
3500204,2024,5,ESTUPRO DE VULNERAVEL,3
3500204,2024,5,FURTO - OUTROS,3
3500204,2024,5,LESAO CORPORAL DOLOSA,2
3500204,2024,6,FURTO - OUTROS,1
3500204,2024,6,LESAO CORPORAL CULPOSA POR ACIDENTE DE TRANSITO,1
3500204,2024,6,LESAO CORPORAL DOLOSA,3
3500204,2024,7,ESTUPRO DE VULNERAVEL,1
3500204,2024,7,LESAO CORPORAL CULPOSA POR ACIDENTE DE TRANSITO,1
3500204,2024,7,LESAO CORPORAL DOLOSA,6
3500204,2024,8,LESAO CORPORAL DOLOSA,6
3500204,2024,8,TRAFICO DE ENTORPECENTES,1
3500204,2024,9,FURTO - OUTROS,1
3500204,2024,9,LESAO CORPORAL CULPOSA POR ACIDENTE DE TRANSITO,2
3500204,2024,9,LESAO CORPORAL DOLOSA,5
3500204,2024,9,TRAFICO DE ENTORPECENTES,1
3500204,2024,10,ESTUPRO,1
3500204,2024,10,FURTO - OUTROS,4
3500204,2024,10,LESAO CORPORAL CULPOSA - OUTRAS,1
3500204,2024,10,LESAO CORPORAL DOLOSA,1
3500204,2024,10,PORTE DE ENTORPECENTES,1
3500204,2024,10,TRAFICO DE ENTORPECENTES,1
3500204,2024,11,FURTO - OUTROS,1
3500204,2024,11,FURTO DE VEICULO,3
3500204,2024,11,LESAO CORPORAL DOLOSA,5
3500204,2024,12,ESTUPRO DE VULNERAVEL,1
3500204,2024,12,FURTO - OUTROS,2
3500204,2024,12,LESAO CORPORAL DOLOSA,5
3500204,2025,1,FURTO - OUTROS,6
3500204,2025,1,LESAO CORPORAL DOLOSA,5
3500204,2025,2,LESAO CORPORAL DOLOSA,1
3500204,2025,3,FURTO - OUTROS,2
3500204,2025,3,LESAO CORPORAL DOLOSA,2
3500204,2025,4,FURTO - OUTROS,4
3500204,2025,4,LESAO CORPORAL DOLOSA,2
3500204,2025,4,PORTE DE ENTORPECENTES,1
3500204,2025,5,FURTO - OUTROS,1
3500204,2025,5,LESAO CORPORAL CULPOSA POR ACIDENTE DE TRANSITO,1
3500204,2025,5,LESAO CORPORAL DOLOSA,2
3500204,2025,5,PORTE DE ENTORPECENTES,1
3500204,2025,5,TENTATIVA DE HOMICIDIO,1
3500204,2025,5,TRAFICO DE ENTORPECENTES,2
3500204,2025,6,FURTO - OUTROS,2
3500204,2025,6,LESAO CORPORAL DOLOSA,3
3500204,2025,7,FURTO - OUTROS,1
3500204,2025,7,LESAO CORPORAL CULPOSA - OUTRAS,1
3500204,2025,7,LESAO CORPORAL DOLOSA,4
3500204,2025,8,FURTO - OUTROS,1
3500204,2025,9,LESAO CORPORAL CULPOSA POR ACIDENTE DE TRANSITO,1
3500204,2025,9,LESAO CORPORAL DOLOSA,3
3500204,2025,9,PORTE DE ARMA,1
3500204,2025,10,FURTO - OUTROS,2
3500204,2025,10,LESAO CORPORAL DOLOSA,5
3500204,2025,10,PORTE DE ENTORPECENTES,1
3500204,2025,10,ROUBO - OUTROS,1
3500204,2025,10,TRAFICO DE ENTORPECENTES,1
